Field1,Inv No,FindNo,Alternate No,Fibre type,No of Fragments,Measurements in mm unless otherwise stated,Diameter of threads in mm (Warp/Weft),spin (Warp),spin (Weft),Thread count             per cm Warp,Thread count             per cm Weft,Weave,Type,Fulling,Fluffy Weft,Quality of Weave,Relationships/sample/ next steps,Color and Comments,Textile Analysis Reports,Source Document,Page No,Present GAG,<Older find or group no?>,Unit,Context No,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1,SKH04-4177,4177,,Wool,1,n/a,n/a,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,Spinner's Waste not analyzed.,,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,1014,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4179 j,4179,,Wool,3,31.68mmx 2.20mm/37.28mm x1.62mm / 42.17mmx 2.44mm,n/a,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,"1 is z3s the other is more dense, and is s2z with multiple fibres it is also caked in mud; 1 piece of loose hair unspun; clump of mud and fibres?",,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,1011,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH05-18300,18300,1677,Wool,1,n/a,,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,,,,,,,,1677,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1,SKH05-6927 d,6927,1579,Wool,1,55.77mmx 42.90mm,n/a,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,"not analyzed, only photographed.",,Skalholt Michele – SKH05-KS.12 Alan’s box,,,,,1579,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
1,SKH05-7172 d,7172,1643,Wool,6,86.15mmx 40.72mm,n/a,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,clumps of wool (2) and plied yarns: x4 not measured.,,Skalholt Michele – SKH05-KS.12 Alan’s box,,,,,1643,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
1,SKH06-09841 h,9841,,Wool,3,not analyzed - strands of yarn,not analyzed,Z2s x 1; s x 2,n/a,n/a,n/a,Spinner's waste,spinners waste,,,,,Light Brown (s spun singles); Black (plied); not analyzed,,"Skalholt,Sept 2014 SKH06 KS 14-2.docx",1,,,,2474,S8.1,1720,1750,1720-1750,1720-1750,Nursery
1,SKH06-09842 j,9842,,Wool,14,"520x1.45 (52.0x1.45?) (longest piece, which is plied S2z)",not analyzed,s or S2z,n/a,n/a,n/a,Spinner's waste,spinners waste,,,,,No colour given; spinner's waste; all of it is either single s or plied S2z; did not measure all pieces.,,"Skalholt,Sept 2014 SKH06 KS 14-2.docx",27,,,,2477,S8.1,1720,1750,1720-1750,1720-1750,Nursery
1,SKH06-18238,18238,2467,Wool,20,,,,,,,Spinner's Waste,spinners waste,,,,,,,,,,,,2467,S8.1,1720,1750,1720-1750,1720-1750,Nursery
1,SKH06-18239,18239,2399,Wool,7,NA,,z2s/s2z,NA,na,na,Spinner's Waste,spinners waste,NA,NA,NA,,spun yarns of different sizes;  possible mix up in find number,,,,,,,2399,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1,SKH06-18377,18377,2333,Wool,1,n/a,,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,Brown,,,,,,,2333,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1,SKH06-18971,18971,256,Wool,1,n/a,,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,,,,,,,,2099,S10.2,1730,1760,1730-1760,1720-1780,Kitchen
1,SKH06-1988,1988,1988,Wool,3,89.57mm x 48.45mm/71.80mm x18.98mm/86.19mmx 29.84mm,n/a,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,roving reddish wool,,Skalholt Nov 2015 Michele IMPORTANT,,,,,374,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
1,SKH06-64-9722,9722,,Wool,1,multiple,n/a,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,multiple fragment of loose hair probably spinners waste. No measurements only photo,,Skalholt Nov 2015 Michele IMPORTANT,,,,,2254,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1,SKH06-64-9724,9724,,Wool,1,46.14mmx 23.49mm,n/a,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,clump of wool with some wood,,Skalholt Nov 2015 Michele IMPORTANT,,,,,2255,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1,SKH06-9615,9615,,Wool,1,,,,,,,Spinner's Waste,spinners waste,,,,,Clump of multiple  yarns,,Felts and Knits Skalholt 2,,,,,1861,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
1,SKH06-9677,9677,,Wool,1,,,,,,,Spinner's Waste,spinners waste,,,,,"Clump of plied yarns, black wool.",,Felts and Knits Skalholt 2,,,,,2254,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1,SKH07-18869,18869,2643,Wool,4,n/a,,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,,,,,,,,2643,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-19176 b,19176,2872,Wool,1,n/a,,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,,,,,,,,2872,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-19220,19220,2708,Wool,1,n/a,,n/a,n/a,n/a,n/a,Spinner's Waste,spinners waste,,,,,Duplicate No?,,,,,,,2708,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH04-4214,4214,,Wool,1,22.17 x 0.99,0.99,z,n/a,n/a,n/a,Spun Thread,thread,,,,,Dark Brown.,,SKH04 ks. 2.docx,92,,,,881,S21.2,1690,1750,1690-1750,1690-1750,School Room
1,SKH05-6917 g,6917,,Wool,1,26.38 x 8.49,4.07,z,n/a,n/a,n/a,Spun Thread,thread,,,,,Dark Brown; thread is folded together.,,SKH05 ks. 14.docx,76,,,,1349,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH04-4158 b,4158,,Wool,1,90.34mm x1.45mm,n/a,z,n/a,n/a,n/a,Spun yarn,yarn,,,,,Z spun.,,Skalholt final numbers April 2016,11,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH07-19175b,19175,2872,Wool,3,NA,,z2s/s,NA,NA,NA,Spun yarns,yarn,No,no,no,,cluster of spun yarns most are plied.,,,,,,,2872,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-19292,19292,2651,Wool,2,40.40mmmx2.16mm/19.07x2.10,,z4s/s,na,na,na,spun yarns,yarn,no,no,no,,"brown, tan",,,,,,,2651,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH05-6976,6976,1359,Wool,1,34.18 x 14.88,n/a,n/a,n/a,/n,n/a,Stockinet,knit,,,,,Light Brown/fragment has been washed.,,"Textiles, Laboratory Work Sheets from  SKH05-KS12 #1 ADC",15,,,,1359,S6.1,1720,1760,1720-1760,1720-1780,Bishops Living Quarters
1,SKH03-3206,3206,,Wool,1,39.28 mm x13.64 mm,,,,,,"Stockinet , chain",knit,,,,,"1 knit, wool with stockinet and chain knit alternation like other belt",,Felts and Knits Skalholt 2,,,,,653,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-2468,2468,,Wool,5,25.2 cm x 18.03 mm/ 98.52 mm  x  17.36 mm /10 cm x 17.04 mm/ 8.5 x  17.90 mm/8 x18.03 mm,,,,,,"Stockinet , chain stich",knit,,,,,"Knits very fine, probably a belt, knit with single yarns tightly woven, combination of stockinet and chain stich circular knit one, slip one, knit one slip one creates a tube which is what you have here",,Felts and Knits Skalholt 2,,,,,488,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-1315,1315,,Wool,1,17 cm x 133.63 mm,,,,,,"Stockinet , Felt, unidentified weave",knit,,,,,"1 knit wool, 2 felt, and 1 weave. Knit stockinet stitch- not recognizable piece of clothing",,Felts and Knits Skalholt 2,,,,,243,S11.4,1740,1740,1740,1720-1750,Priests Living Quarters
1,SKH03-2044,2044,,Wool,1,150.27 mm x 100.67 mm,,,,,,"Stockinet , unidentified weave",knit,,,,,"Knit with 2 pieces of woven cloth and one piece of leather. Wool, stockinet stitch not diagnostic of any piece of garment.",,Felts and Knits Skalholt 2,,,,,1,LH,1958,1958,1958,1930-1960,Levelling Horizon
1,SKH03-2979,2979,646,Wool,1,8cm x 5.1 cm,,s2z,NA,NA,NA,stockinet stitch,knit,No,no,fine,,Knitted fragment with rolled up edge and the underside of stockinet showing,,,,,,,646,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
1,SKH06-18910a,18910,2471,Wool,5,NA,,NA,NA,NA,NA,Stockinet stitch,knit,NA,NA,NA,,5 fragments of different stockinet stich knits.,,,,,,,2471,S8.1,1720,1750,1720-1750,1720-1750,Nursery
1,SKH03-3316,3316,,Wool,3,100.93 mm x87.90 mm/28.85 mm x22.48 mm/43.32 mm x22.45 mm,,,,,,"Stockinet, Felt,",knit,,,,,"3 knits, 1 felt, and 4 leather- knit and felt are wool stockinet stitch",,Felts and Knits Skalholt 2,,,,,368,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-2808,2808,,Wool,4,95.56 mm x47.30mm/37.69mm x33.42 mm39.40 mm x12.94 mm29.37 mmx29.06 mm,,,,,,"Stockinet, yarn",knit,,,,,Stockinet stitch 4 pieces and 2 pieces of yarn,,Felts and Knits Skalholt 2,,,,,547,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH04-4170 b,4170,,Wool,1,95.01mm x 4.20 mm,n/a,n/a,n/a,n/a,n/a,String,string,,,,,Piece of string (tie) but intricately woven - see dinolite.,,Skalholt final numbers April 2016,13,,,,1279,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH07-15635,15635,,Wool,1,26.85x15.92 / 4.08,2.17,Z2s,n/a,n/a,n/a,String,string,,,very tightly spun,,"Dark Brown; a thick string that has been tied in a knot around the middle; seems to be two knots; it could be that two strings in the same spin could have been fastened together, or it is the same that has broken in two.",,Skalholt2007 - box 6 Thury,24,,,,2968,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1,SKH03-2044 a,2044,,Wool,1,134.46x26.48,0.34 / 0.32,Z2s,z,17,12,Tabby,tabby,,,"industrial, very fine, very regular",,"Brown; industrially produced cloth high thread count, regular weave, a later piece; ""industrially"" made like <SKH03-2044b>; ""looking at some ethnographic material from Hildur, some of these may have been discarded linings of small vests.",,Textiles Skalholt Analysis sheet 2003 final (1),74 to 76,,,,1,LH,1958,1958,1958,1930-1960,Levelling Horizon
1,SKH03-2044 b,2044,,Wool,1,88.37x19.30,0.54 / 0.55,z,z,12,12,Tabby,tabby,,,"industrial, very regular",,"Dark Brown; ""industrially"" made like <SKH03-2044a>.",,Textiles Skalholt Analysis sheet 2003 final (1),74 to 76,,,,1,LH,1958,1958,1958,1930-1960,Levelling Horizon
1,SKH03-2149,2149,,Wool,2,35 cm x 22 cm / 30 cm x 11.5 cm,? / 0.45,Plied s,s,30 ?,19,Tabby,tabby,Y,,"industrial, probably; extremely finely woven",sample taken to check fibers and possible dyes.,Brown; unable to see the direction the individual warp threads are spun; these are sewing scraps; they are wool though they look like silk; in some areas looks like a 2/1 or twill 2/2; selvages on the sides; probably imported or woven on horizontal loom o,"""SKH 2003-2149, “Fiber? Dyes?”
Description: cut sample of dense yellow-brown cloth, 1.9 x 1.0 cm; warp yarns lay parallel to the 1.9 cm length of the sample so are horizontal in the photomicrographs of the sample
Finish: fulled and napped on both sides; ≈",Textiles Skalholt Analysis sheet 2003 final (1),5 to 6,,,,164,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1,SKH03-2439,2439,,Wool,5,55.86x37.97 / 92.45x39.16 / 60.18x27.23 / 42.35x42.34 / 94.71x8.26 (yarn),0.82 / 1.29,z,s,8,6,Tabby,tabby,,,,,Light Brown; the 94x8 piece is yarn that appears to have been part of a plied piece and is Z spun.,,Textiles Skalholt Analysis sheet 2003 final (1),40,,,,444,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-2540,2540,,Wool,1,not stated,0.97 / 1.56,s,s,7,7,Tabby,tabby,,Y,very regular,,Reddish Brown; S spun on warp and weft is unusual; weft threads are fluffier.,,Textiles Skalholt Analysis sheet 2003 final (1),90,,,,502,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-2743 c,2743,,Wool,4,44.37x18.27 / 44.89x27.85 / 23.28x13.09 / 24.99x5.94,0.48 / 0.86,z,s,15,10 to 11,Tabby,tabby,,,refined,,Brown; there is a seam on one of these pieces in this collection though not stitching;  very fine threads and high thread count; there is a seam,,Textiles Skalholt Analysis sheet 2003 final (1),37 to 38,,,,605,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-2748,2748,,Wool,11,111.52x52.81 largest / 73.61x10.39 hemmed / 55.37x29.88 stitch in the middle No. 3 drawing / 56.52x25.64 / 54.42x35.38 / 52.89x48.56 / 56.87x28.12 has a stitch / 33.93x18.93 / 58.73x25.97 / 46.11x15.62 / 32.74x16.31,0.65 / 0.99,z,s,11,10 to 11,Tabby,tabby,,,,fragments are all part of same piece of cloth; No. 3 drawing is of the piece with a stitch in the middle and measures 55.37x29.88; pieces were traced on a piece of tracing paper.,"Light Brown; attempted unsuccessfully to assemble pieces into something, i.e., garment or piece of garment; some pieces have stitching to hold them together (x3) and one of these is a hem; it looks like the stitching is ""vous et moi"" in some cases.",,Textiles Skalholt Analysis sheet 2003 final (1),30 to 31,,,,607,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-2843 a,2843,,Wool,2,42.72x25.57 / 34.62x20.30,0.56 / 0.65,z,s,14,9,Tabby,tabby,,,very fine,,Dark Brown.,,Textiles Skalholt Analysis sheet 2003 final (1),58 to 59,,,,613,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-2861 b,2861,,Wool,1,43.32x57.38,0.73 / 0.75,Z2s,Z2s,10,10,Tabby,tabby,,,"very even, very regular",The object number also includes two clumps of hair and fibers that may have come from one or both of the pieces of cloth.,"Tan; very even: warp and weft plied same way, threat count is even; very regular piece of cloth.",,Textiles Skalholt Analysis sheet 2003 final (1),66 to 67,,,,612,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
1,SKH03-3036 d,3036,,Wool,1,58.04x48.14,0.30 / 0.66,z,s,14,13,Tabby,tabby,,,extremely finely woven,,"Brown, looks like it has some greenish colouring.",,Textiles Skalholt Analysis sheet 2003 final (1),"42, 45",,,,646,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
1,SKH03-3041 a,3041,,Wool,2,12 cm x 15 cm / 16 cm x 6.5 mm,0.21 / 0.73,Z2s,S2s,8,8,Tabby,tabby,,,finer than <SKH03-3041b>,,"Light Brown; all the pieces from the ensemble smell like sulfur or iron and are coated with a reddish layer of something, possibly iron; the S2S weft is unusual; ""I looked for patterns in the plying, alternative plied and unplied threads but all appear to",,Textiles Skalholt Analysis sheet 2003 final (1),"1, 2",,,,662,S15.3,1800,1850,1800-1850,1780-1810,Wheystore
1,SKH03-3041 b,3041,,Wool,4,19.5 cm x 17 cm / 15 cm x 8 cm  / 8 cm x 3 cm / 36.33x15.44,0.37 / 0.90,Z2s,S2s,5,7,Tabby,tabby,,,"homespun, coarser than <SKH03-3041a>",,"Light Brown; has some selvage on the right side, and [that] helps determine the warp from the weft; all the pieces from the ensemble smell like sulfur or iron and are coated with a reddish layer of something, possibly iron; the S2S weft is unusual; ; ""not",,Textiles Skalholt Analysis sheet 2003 final (1),1 to 3,,,,662,S15.3,1800,1850,1800-1850,1780-1810,Wheystore
1,SKH03-3224 a,3224,,Wool,1,80.92x47.41,0.94 / 1.13,Z2s,s,5,5,Tabby,tabby,,,,belongs to/with <SKH03-3224d>,Dark Brown.,,Textiles Skalholt Analysis sheet 2003 final (1),54,,,,659,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-3224 d,3224,,Wool,1,32.47x14.36,0.71 / 1.09,Z2s,s,6,5,Tabby,tabby,,,,belongs to/with <SKH03-3224a>,"Brown; there is a small edge on this piece; another little piece of tabby was found stuck to the tablet weaving <SKH03-3224b>, which implies that perhaps the tablet weaving was incorporated into the tabby weave and part of a garment, neckline or something",,Textiles Skalholt Analysis sheet 2003 final (1),54 to 55,,,,659,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH04-18241,18241,988,Wool,1,62.16x 11.56mm,,z,s,18,17,Tabby,tabby,No,No,very fine,,somewhat caked in mud,,,,,,,988,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
1,SKH04-18255,18255,988,Wool,1,14.21mm x8.05mm,,z,s,NA,NA,Tabby,tabby,no,no,very fine,,Import? Extremely fine tabby weave like imported stuff minus the teaseling and shearing.,,,,,,,988,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
1,SKH04-18345,18345,958,Wool,1,14.06mmx11.57mm,,s,s,10,10,Tabby,tabby,No,No,very fine,,import,,,,,,,958,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
1,SKH04-4152 j,4152,,Wool,2,75.53mm x 43.84mm/55.30mm x17.96mm,0.61 / 1.40,Z2s,s ?,9 to 10,10,Tabby,tabby,,,Balanced,,Brown; weft dominant; cannot tell whether wefts are plied because cloth is somewhat desiccated.,,Skalholt final numbers April 2016,"23,24",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 k,4152,,Wool,1,98.69mmx 19.13mm,?,?,?,?,?,Tabby,tabby,y,,,,"Tan; plied yarns in one system but cloth is so fulled that it cannot be determined whether it is fulled in the other system; very plush surface, teaseled and sheared.",,Skalholt final numbers April 2016,"23,24",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 l,4152,,Wool,6,31cm x3cm/13cm x1cm/19cm x1cm/12cm x2cm/10.5cmx3cm/14.5cmx 2cm,?,z Z2s,s ? Maybe S2z ?,?,?,Tabby,tabby,y,,,,"Dark Brown; all pieces are comparable; they may or may not be part of the same cloth, but are significantly similar to one another; the surface of all of these pieces are so fulled that it is really difficult to see the weave through the fulling, but this",,Skalholt final numbers April 2016,"23,24",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4154 d,4154,,Wool,1,97.44mm x 27.92mm,1.35 / 1.37,Z2s,s,8,8,Tabby,tabby,y,,flat loom,,"Brown; probably done on the flat loom, as cloth is very balanced; looks like there is selvage on one edge.",,Skalholt final numbers April 2016,"19,20",,,,1277,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4157 b,4157,,Wool,1,16cm x18.84mm,?,?,?,?,?,Tabby,tabby,y,,coarse,,Brown ? /coarse tabby weave so fulled and worn that the yarns and the threads are hardly perceptible. See photo. Also caked in earth- no analysis done on this because its impossible to see anything.,,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1276,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4162,4162,,Wool,2,179.07mmx 108.52mm/40.95mmx 12.04mm,1.04 / 1.71,Z2s,S2z,7,7,Tabby,tabby,,,,,"Brown / large piece of tabby weave, no surface fulling,  nothing diagnostic.",,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,988,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
1,SKH04-4171 b,4171,,Wool,2,125.28 x 46.16; 114.05 x 44.73,1.40 / 1.50,Z2s,S2z,7,6 to 7,Tabby,tabby,,,,,Dark Brown /so dark brown it is almost black; some dirt and what appears to be iron remains; there appears to be a selvage one  of the fragments.,,SKH04 ks. 1.docx,12,,,,1006,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
1,SKH04-4175 e,4175,,Wool,1,92.50 x 35.86,1.27 / 1.31,Z2s,S2z,7,6,Tabby,tabby,,,,,Orange Brown; weft threads are more prominent; possible selvage; there is dirt or iron going up the length at one end.,,SKH04 ks. 1.docx,26,,,,1014,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4178 a,4178,,Wool,1,104.74mm x103.44  perfect circle,0.96 / 1.61,Z2s,s?,?,?,Tabby,tabby,y,,,,Black / It looks plied in both systems but I can only really see the warp and some faint s spin on the weft. Impossible to take a thread count as well. This is truly intentional fulling.,,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,1276,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4179 h,4179,,Wool,2,84.81mmx24.95mm/46.53mmx21.34mm,1.35 / 1.50,Z2s,S2z,7 to 8,8,Tabby,tabby,,,homespun,,"Brown / homespun with plied warps and wefts, no surface finish, two small fragments nothing diagnostic on this",,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,1011,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH04-4224,4224,,Wool,2,47.47 x 41.85; 61.93 x 34.75,0.73 / 0.91,z,s,12,12,Tabby,tabby,y,,,,"Light Brown; light yellowish-brown wool; one side is completely fulled, probably intentionally; other side is slightly fulled, so weave is visible; there are stitch holes on both fragments; they look a little worn and have cut graves [grooves?] in them.",,SKH04 ks. 2.docx,96,,,,918,S21.1,1650,1690,1650-1690,1630-1690,School Room
1,SKH04-4225,4225,,Wool,1,54.14 x 31.37,0.64 / 0.65,s,s,14 to 15,14,Tabby,tabby,y,,,,"Brown; fulled and matted from wear; it could have been intentionally fulled before use since the fulling is so even; the fibers are very similar in size; there are also stitch holes along the longest side of the fragment, about 7,9 mm apart; the fragment",,SKH04 ks. 2.docx,87,,,,868,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4226 a,4226,,Wool,1,49.58 x 25.79,0.49 / 0.69,z,s,19,18,Tabby,tabby,,,fine,,Brown; small and thin fragment finely woven in a tabby weave; the fragment looks matted and worn; it is getting a bit fulled on one side; its color is brown but it is a bit darker brown on the side where it is getting fulled.,,SKH04 ks. 2.docx,94,,,,988,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
1,SKH04-4231 a,4231,,Wool,1,91.99 x 37.55,1.29 / 1.61,z,S2z,6,5,Tabby,tabby,,,,,"Brown; very worn, dirty.",,SKH04 ks. 2.docx,75,,,,1045,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH04-4232 a,4232,,Wool,2,22.2cm x 17.2cm; 24.4cm x 16.9cm,1.63 / 1.87,Z2s,S2z,5,5,Tabby,tabby,By Wear,,,,Brown; both fragments are heavily worn and getting fulled specially on the backside; the bigger fragment is also a lot more fulled on the backside and part of the edges have been folded towards the back; there are iron remains on the fragment; there are s,,SKH04 ks 2 cont.2,9,,,,662,S15.3,1800,1850,1800-1850,1780-1810,Wheystore
1,SKH04-4232 b,4232,,Wool,13,139.44 x 42.16; 122.55 x 56.76; 95.75 x 47.49; 92.32 x 25.50; 27.68 x 9.96; 62.42 x 24.60; 55.00 x 45.72; 30.29 x 26.48; 22.5cm x 98.00; 94.33 x 51.84; 51.82 x 16.91; 42.39 x 21.58; 42.19 x 15.74,1.37 / 1.44,Z2s,S2z,7,7,Tabby,tabby,,,fine,,Brown; a lot of little fragments that are a bit matted and have dirt/iron patches.,,SKH04 ks 2 cont.2,10,,,,662,S15.3,1800,1850,1800-1850,1780-1810,Wheystore
1,SKH04-4233 a,4233,,Wool,1,265.6 x 177.09,1.30 / 1.36,Z2s,s,7 to 8,7 to 8,Tabby,tabby,,,,,Dark Brown; large square fragment; the fragment is worn and matted; at edges it is so worn that the weave is pressed down and not visible; maybe something was laying on it; there is a hole in the middle of the fragment that appears like it has iron or bro,,SKH04 ks 2 cont.2,2,,,,1061,S15.2,1760,1800,1760-1800,1750-1810,Wheystore
1,SKH04-4234 b,4234,,Wool,1,24.4cm x 124.68,1.27 / 1.43,Z2s,s,6,6,Tabby,tabby,By Wear,,,The fragment has a nail stuck through the fabric at one end,"Dark Brown;  this is a large fragment that has been cut at sides so it forms a square; the fragment is very worn and matted; it is dirty; there is something that could be iron remains; at the edges where it has been cut, the ends are straight and on one e",,SKH04 ks. 2.docx,58,,,,1055,S15.2,1760,1800,1760-1800,1750-1810,Wheystore
