ID,Find,Context,Quant,Weight (gr),Object Type,Material,Stone Type,Notes,Descriptions,Length (mm),Width (mm),Thickness (mm),Diameter (mm),Origin,Building Phase,Real Date,Period_Date,Attribution
428,6274,960,3,6.1,Flake,Sedimentary Rock,Flint,,"Gray, mottled and dotted, edges dull/irregular to sharp",14-27,12-19,4-9,,Non-Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
429,6275,961,1,1.5,Manuport,Sedimentary Rock,"Rhyolitic tephra, cemented",,"Yellowy white, yields to a knife, dull edges, fine grained sediment with very few vesicles, fairly light, unclear whether fragment is layered, possibly cemented rhyolite tephra, deaper analysis needed to confirm (?)",15,13,10,,Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
430,6276,961,1,1.4,Flake,Sedimentary Rock,Flint,,"Gray to dark gray, mottled, edges sharp",17,16,5,,Non-Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
431,6277,961,1,0.8,Manuport,Mineral,Quartz,,"Grayish white, does not yield to knife, scratches glass weakly, one side subrounded, possible manuport, no identifiable structures",13,11,6,,Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
432,6278,962,3,3.5,Flake,Sedimentary Rock+Ceramic,Flint+Clay  Pipe,,"Three fragments of gray to dark gray flint, sharp to dull/irregular edges, mottled; one very small fragment of clay pipe, stem, black inner surface, white outer surface",14-19,12-13,3-7,,Non-Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
433,6279,963,2,14.7,Flake,Mineral,Jasper,,"Red to wine red, small part of smaller fragment caramel brown, no or very weak greasy lustre, edges dull/irregular to sharp, banded",14-32,11-32,6-11,,Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
434,6280,963,2,5,Flake,Sedimentary Rock,Flint,,"Brownish gray, mottled, edges dull/irregular to sharp",11-25,11-21,4-11,,Non-Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
435,6281,964,1,2.2,Flake,Sedimentary Rock,Flint,,"Dark gray, dotted, one side chalky outer surface of nodule, sides sharp to irregular/dull",21,14,9,,Non-Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
436,6282,965,5,10.4,Flake,Sedimentary Rock,Flint,,"Two grayish black fragments, three light gray, edges sharp to dull/irregular, one fragment shows whitish rough subrounded outer surface of nodule, lighter colored fragments mottled",11-22,9-16,2-7,,Non-Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
437,6283,967,12,28.1,Flake,Sedimentary Rock,Flint,,"Light gray to dark gray, mottled, smaller flakes have mostly sharp edges while larger fragments have irregular/dull worn edges probably due to use as a strike-a-light, 4 fragments show the subrounded irregular whiter outer surface of nodules",9-32,9-27,"1,5-12",,Non-Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
438,6284,967,1,58.9,Flake,Mineral,Jasper,,"Two clear thick layers, red and wine red, eges dull to sharp, does not show much wear, a few inclusions of transluscent quartz, no lustre",44,43,27,,Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
439,6285,971,3,22.6,Flake,Sedimentary Rock,Flint,,"Light gray to dark gray, dull/irregular to sharp edges",18-44,12-30,5-16,,Non-Icelandic,S22.4,1750-1780,1750-1780,Assistant Teachers Quarters
440,6286,971,2,2,Flake,Mineral,Jasper,,"Wine red, no lustre, dull/irregular to sharp edges",14-25,13-16,3-6,,Icelandic,S22.4,1750-1780,1750-1780,Assistant Teachers Quarters
441,6287,975,1,5.2,Flake,Sedimentary Rock,Flint,,"Dark gray, banded and mottled, edges dull/irregular, one side smooth and whitish gray, most likely outer surface of nodule",23,20,7,,Foreign,S13.2,1750-1800,1750-1810,Main Corridor
442,6288,976,1,6.4,Flake,Sedimentary Rock,Flint,,"Gray, mottled and dotted, edges irregular to sharp",30,22,11,,Foreign,S13.2,1750-1800,1750-1810,Main Corridor
443,6289,979,2,9.3,Flake,Sedimentary Rock,Flint,,"White to dark gray, edges dull/irregular to sharp, mottled, one fragment has the chalky irregular subrounded outer surface of a nodule",20-32,16-20,9-12,,Foreign,S13.2,1750-1800,1750-1810,Main Corridor
444,6290,981,2,1.8,Flake,Sedimentary Rock,Flint,,"Whitish gray to dark gray, mottled, dull/irregular to sharp edges",13-22,11-20,4-6,,Foreign,S22.2,1700-1730,1690-1750,Assistant Teachers Quarters
445,6291,984,1,7.6,Flake,Sedimentary Rock,Flint,,"Gray, dotted and mottled, edges irregular/dull to sharp",19,19,18,,Foreign,S21.2,1690-1750,1690-1750,School Room
446,6292,985,2,1.3,Flake,Sedimentary Rock,Flint,,"Whitish gray to gray, dotted and mottled, sharp edges",13-19,11-17,4-5,,Foreign,S13.2,1750-1800,1750-1810,Main Corridor
447,6293,988,1,0.2,Roof Tile,Metamorphic Rock,Black slate,,"Black, small flake, edges dull, fine grained, one side covered with a thin lense of quartz",16,13,"1,6",,Foreign,S30.1,1670-1720,1660-1720,School Master's House
448,6295,988,32,47.8,Flake,Sedimentary rock,Flint,,"13 fragments of grayish black flint, concoidal fractures, sharp to irregular/dull edges, coarse flint; 12 fragments of whitish gray to gray flint, mottled, edges sharp to irregular/dull, one fragment shows the subrounded coarse chalky outer surface of nod",12-29,6-22,2-15,,Foreign,S30.1,1670-1720,1660-1720,School Master's House
449,6295,988,2,3.07,Flake,Mineral,"Jasper, red",,"2 fragments of jasper, wine red, weak greasy lustre, edges sharp to dull/irregular; could also be flint!",14-21,10-16,5-10,,Icelandic,S30.1,1670-1720,1660-1720,School Master's House
450,6296,999,1,5,Flake,Sedimentary Rock,Flint,,"Dark gray, mottled, edges sharp to irregular/dull, one side rough and subrounded outer side of flint nodule",26,25,7,,Foreign,S13.2,1750-1800,1750-1810,Main Corridor
451,6297,1003,2,35.9,Flake,Sedimentary Rock,Flint,,"Gray to dark gray, edges sharp to dull/irregular, both fragments have one subrounded rough outer side of nodule, mottled and dotted",23,18,8-11,,Foreign,S5.3,1760-1780,1750-1780,Bishops Dining Room
452,6298,1003,2,8.3,Flake,Sedimentary Rock,Flint,,"One fragment gray and mottled, one black, sides dull/irregular to sharp, concoidal fractures, greasy lustre on the black fragment",25-40,20-26,13-21,,Foreign,S5.3,1760-1780,1750-1780,Bishops Dining Room
453,6299,1007,2,17.8,Flake,Sedimentary Rock,Flint,,"Light gray to dark gray, larger fragment has white thin chalky outer layer of nodule on two sides, sides dull/irregular to sharp, larger piece worn",19-34,15-28,8-16,,Foreign,S21.2,1690-1750,1690-1750,School Room
454,6300,1008,3,23.21,Flake,Sedimentary rock,Flint,,"Light gray to dark gray, sides dull/irregular, worn;",21-28,17-26,11-21,,Foreign,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
455,6300,1008,1,7.14,Flake,Sedimentary Rock,Flint/jasper?,,"1 blackish red to red, no lustre, edges dull/irregular to sharp, worn, could be flint",31,17,16,,Foreign?,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
456,6301,1009,1,2.5,Flake,Sedimentary Rock,Flint,,"Light gray, coarse, sharp edges",24,19,10,,Foreign,S21.1,1650-1690,1630-1690,School Room
457,6303,1011,1,6,Flake,Mineral,"Jasper, caramel brown",,"Caramel brown, one corner slightly red, no lustre, sides irregular/dull",29,20,11,,Icelandic?,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
458,6304,1011,1,1,Worked?,Igneous Rock,White pumice,,"Gray, fibrous, low density, very vesicular, elongated vesicles, at least four sides smooth, possibly worked",29,18,12,,Icelandic,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
459,6305,1011,27,50.07,Flake,Sedimentary Rock,Flint,,"27 flint fragments, Whitish gray to dark gray, mottled and dotted, edges sharp to irregular/dull, larger fragments worn;",10-28,5-28,1-15,,Foreign,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
460,6305,1011,6,10.59,Flake,Mineral,"Jasper, red and green",,"2 dark green jasper, sharp edges, none to weak greasy lustre; 4 pink to wine red jasper, edges sharp to dull/irregular, none to weakly greasy lustre",8-34,6-22,3-10,,Icelandic,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
461,6305,1011,1,4.86,Flake,Mineral,Chalcedony,,"1 agate, concentric banding clear, white and gray lenses; quartz druse",22,16,12,,Icelandic,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
462,6306,1012,1,1.8,Flake,Sedimentary Rock,Flint,,"Whitish gray to gray, mottled and dotted, sharp to dull/irregular edges",25,18,4,,Foreign,S13.2,1750-1800,1750-1810,Main Corridor
463,6307,1013,1,1.8,Manuport,Mineral,Opal,,"Brownish gray, horizontal lenses clear, subrounded most likely due to water erosion, dark brown bands in between gray bands",18,13,6,,Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
464,6308,1013,1,2.8,Flake,Sedimentary Rock,Flint,,"Gray, mottled, edges dull/irregular to sharp, small pocket of quartz crystals",25,19,6,,Foreign,S13.2,1750-1800,1750-1810,Main Corridor
465,6309,1013,1,6,Flake,Mineral,Jasper,,"Red, no lustre, angular but edges dull, scratches glass",18,16,115,,Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
466,6310,1015,3,25,Flake,Sedimentary Rock,Flint,,"Whitish gray to gray, mottled, edges dull/irregular to sharp",26-29,17-27,14-16,,Foreign,S13.2,1750-1800,1750-1810,Main Corridor
467,6311,1022,1,0.1,Manuport,Mineral,Celadonite,,"Green, subrounded, yields to a fingernail, hardness <2,5, no crystal structure visible, most likely celadonite",11,9,6,,Icelandic,S21.1,1650-1690,1630-1690,School Room
468,6312,1022,1,1.1,Flake,Sedimentary Rock,Flint,,"Gray, edges dull/irregular to sharp, dotted",18,12,6,,Foreign,S21.1,1650-1690,1630-1690,School Room
469,6313,1026,3,93.6,Flake,Sedimentary Rock,Flint,,"One black fragment, one gray, largest one gray to grayish caramel brown, lighter fragments mottled and dotted, edges sharp to dull/irregular",26-85,25-38,11-30,,Foreign,S30.1,1670-1720,1660-1720,School Master's House
470,6314,1032,3,24.1,Flake,Sedimentary Rock,Flint,,"one fragment of flint, two of chert? Whitish gray to dark gray, mottled, edges dull/irregular to sharp",11-36,10-24,2-24,,Foreign,S4.3,1780-1800,1780-1810,Lodge/Dining Room & Chambers
471,6315,1033,2,6,Flake,Sedimentary Rock,Flint,,"Gray to grayish caramel brown, mottled and dotted, one fragment of subrounded nodule, edges dull/irregular to sharp",18-23,8-19,8-12,,Foreign,S5.4,1780-1800,1780-1810,Pantry/Study & Library
472,6316,1034,1,22.8,Fuel,Sedimentary Rock,Coal,Context [1034]C,"Black, greasy to glassy lustre, faint layering, doesn´t stain fingers, low density, edges dull, uneven smooth to rough fracture",47,27,23,,Foreign,S13.2,1750-1800,1750-1810,Main Corridor
473,6317,1034,1,20,Manuport,Igneous Rock,Basalt,Context [1034]B,"Very dark gray, massive, no vesicles, rough/irregular fracture, two or three very small phenocrysts, transparent, most likely basalt, blágrýti, broken manuport, very rounded most likely due to water erosion, edges in fracture angular but irregular not sha",33,16,,33 (of rounded stone),Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
474,6318,1035,1,1.8,Worked,Mineral,Agate,,"Flat, lensed, polished on both sides, pale red to whitish red, many mildly wavy lenses in thin fragment, little waxy lustre in fracture, scratches glass, most likely agate",18,18,"3,6",,Icelandic?,S7.3,1800-1840,1780-1840,Vestibule & Corridor
475,6319,1035,2,44.3,Flake,Sedimentary Rock,Flint,,"whitish gray, mottled and dotted, edges dull/irregular to sharp",18-55,10-38,8-24,,Non-Icelandic,S7.3,1800-1840,1780-1840,Vestibule & Corridor
476,6320,1040,1,0.4,Worked?,Igneous Rock,White pumice,,"Whitish gray, low density, highly vesicular, vesicles elongated, fibrous, one side smooth and rounded, possibly polished",18,15,11,,Icelandic,S21.1,1650-1690,1630-1690,School Room
477,6321,1045,3,1.85,Flake,Sedimentary rock,Flint,,"Two flint fragments, light gray to dark gray,  one grayish caramel brown, sharp edges;",15-21,8-14,4,,Non-Icelandic,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
478,6321,1045,3,7.82,Flake,Mineral,"Jasper, red and green",,"three possible jasper fragments, three red to wine red, one also green, none to waxy lustre, edges sharp to dull/irregular",18-28,10-16,3-9,,Icelandic,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
479,6322,1045,1,2.2,Flake,Igneous Rock,Obsidian,,"Very coarse black glass, possibly obsidian, glassy lustre",24,15,7,,Icelandic,S22.1,1670-1700,1660-1720,Assistant Teachers Quarters
480,6323,1048,1,0.3,Flake,Sedimentary Rock,Flint,,"Gray, sharp edges, mottled",14,9,3,,Non-Icelandic,S21.1,1650-1690,1630-1690,School Room
481,6324,1062,2,2.6,Flake,Sedimentary Rock,Flint,,"Whitish gray to gray, mottled, sharp edges",22-23,13-16,3-9,,Non-Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
482,6325,1063,2,0.4,Flake,Sedimentary Rock,Flint,,"Light gray to gray, mottled, sharp edges",19,8-11,"1,5-3",,Non-Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
483,6326,1064,2,5.8,Flake,Mineral,Jasper,,"Red to wine red, edges dull/irregular to sharp, little or no lustre",19-26,9-18,6-12,,Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
484,6327,1064,8,87.9,Flake,Sedimentary Rock,Flint,,"Whitish gray to blackish gray, mottled, sides dull/irregular to sharp, more irregular on larger fragments, more sharp on smaller fragments, largest fragment very coarse flint, two fragments have irregular rounded edge of the flint nodules",14-58,10-42,3-34,,Non-Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
485,6328,1065,8,49.19,Flake,Sedimentary rock,Flint,,"8 fragments of flint: whitish to dark gray, mottled and dotted, two fragments show rough edges of nodules, edges smooth to dull/irregular to sharp, some chipping of edges",11-45,10-31,3-17,,Non-Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
486,6328,1065,2,13.59,Flake,Mineral,Jasper + Opal+Quartz,,"Jasper, two fragments: red to redish light brown, coarse, no lustre, attached to small fragment of greenish dark gray, in larger jasper fragment there is a pocket of transparent sparkly quartz rock crystals, druse",22-30,11-22,8-17,,Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
487,6329,1065,1,13,Flake,Mineral,Jasper,,"Wine red to red, very coarse jarper, no lustre, gray small flecks within the red, edges dull/irregular to sharp, not much wear evident, possibly knapped",36,30,13,,Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
488,6330,1066,11,29.4,Flake,Sedimentary Rock,Flint,,"Whitish gray to dark gray, mottled and dotted, edges dull/irregular to sharp, smaller fragments are sharp and seem unworn while larger fragment show sign of wear",9-26,8-22,2-15,,Non-Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
489,6331,1071,1,3,Flake,Sedimentary Rock,Flint,,"Gray, mottled, edges dull/irregular to sharp",21,17,7,,Non-Icelandic,MC.3,1750-1900,1750-1810,Midden Zone C
490,6332,1074,1,8.8,Flake,Mineral,Jasper,,"Wine red to redish dark brown, wavy bands, weak greasy lustre, dull/irregular edges, most likely used as a strike-a-light,",30,20,14,,Icelandic,S14.2,1800,1780-1810,Corridor to Church
491,6333,1088,2,14.8,Flake,Sedimentary Rock,Flint,,"Brownish gray, mottled, matt/coarse flint, edges irregular to sharp, no signs of wear, on larger fragment a pocket of worn transparent quartz rock crystals",11-32,8-31,4-16,,Non-Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
492,6334,1088,1,1.3,Flake,Mineral,Jasper,,"Light caramel brown to red, no lustre, edges dull/irregular to sharp",17,13,7,,Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
493,6335,1090,1,7.2,Flake,Decomposed rock,"Limonite, discard?",One flake now fragmented into four pieces,"Flat rough surfaced redish brown flakes, breaking up into smaller flakes, bright red, black and glittery in fresh break, most likely a heavily weathered igneous rock, possibly basalt, very iron rich fragment, might also possibly be a heavily broken down s",30,29,6,,Icelandic,MC.3,1750-1900,1750-1810,Midden Zone C
494,6336,1090,4,45.8,Flake,Sedimentary Rock,Flint,,"Light gray to blackish gray, edges dull/irregular to sharp, one fragment has thin chalky coat (edge of nodule), one fragment also with one side of irregular ""smooth"" edge of nodule",25-32,18-30,8-24,,Non-Icelandic,MC.3,1750-1900,1750-1810,Midden Zone C
495,6337,1092,2,22.8,Flake,Sedimentary Rock,Flint,,"Light gray to dark gray, mottled, dull/irregular edges, small part of fragment a thin white chalky coat of nodule",22-28,21-26,12-21,,Non-Icelandic,MC.3,1750-1900,1750-1810,Midden Zone C
496,6338,1114,1,16,Flake,Igneous Rock,Obsidian,,"Black, opaque, sharp edges",34,24,19,,Icelandic,S13.2,1750-1800,1750-1810,Main Corridor
497,6339,1130,2,21.3,Manuport,Mineral,Quartz,,"Largest fragment is subrounded most likely due to water erosion, yellowy white to brown, fractured in one place where it is white and translucent gray, no inner structure visible, does not yield to a knife, scratches glass = quartz rock; one fragment a mi",23-37,15-24,11-17,,Icelandic,S20.2,1670-1700,1660-1720,School Dormitory
498,6339,1130,1,4.25,Manuport,Mineral,Agate,,"one stone subrounded, white, with clear concentric banding, does not yield to a knife, subrounded sides weakly cut glass = agate",23,14,13,,Icelandic,S20.2,1670-1700,1660-1720,School Dormitory
499,6340,1130,1,25.8,Amygdale,Mineral,Zeolite,,"Bone white, yields to a knife, clear radiating prismatic masses, fragment a large cluster of these masses growing irregularly in all directions and into one another, none to very weak silky lustre, opaque, most likely scolecite",56,34,20,,Icelandic,S20.2,1670-1700,1660-1720,School Dormitory
500,6341,1131,1,5.3,Flake,Sedimentary Rock,Flint,,"Black, coarse flint, sharp edges, curvy smooth fracture",30,16,13,,Non-Icelandic,S20.3,1700-1750,1690-1750,School Dormitory
501,6342,1157,2,2.1,Manuport,Mineral,Quartz,,"Don´t yield to a knife, both subrounded most likely due to water erosion, smooth surfaces. One is gray, translucent and contains very small green dots in little round pits and larger flecks of white, mild glassy lustre. Other is bone white and opaque, no",11-15,10-13,6,,Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
502,6343,1157,1,1.5,Fuel,Sedimentary Rock,Coal,,"Black, glassy lustre, edges dull, faint lensing/banding, low density/light, doesn´t stain fingers black",17,14,8,,Non-Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
503,6344,1157,3,6.8,Flake,Sedimentary Rock,Flint,,"Gray to blackish gray, mottled and dotted, edges sharp to dull/irregular, one fragment showes rough chalky outer edge of nodule",21-25,15-16,6-9,,Non-Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
504,6345,1157,1,1.7,Flake,Mineral,Onyx,,"White and gray banding, horizontal, edges sharp and rough, scratches glass",27,14,6,,Icelandic,S5.3,1760-1780,1750-1780,Bishops Dining Room
