ID2,ID1,Finds No,ID,Unit No,Object,Category,material,Corrosion,Completeness,Size (mm),Fragment,Weight (g),Notes,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
611,817,1013,y,1,barbed wire,Structural_Fencing,iron,heavy,fragment,2 diam,2,17.5,single wire with 2-point barbs,LH,,1958,1958,1930-1960,Levelling Horizon
612,815,1013,w,1,fencing wire,Structural_Fencing,iron,heavy,fragment,4 diam,5,37.3,"thick fencing wire, all pieces twisted around - part of wire netting/mesh",LH,,1958,1958,1930-1960,Levelling Horizon
613,816,1013,x,1,fencing wire,Structural_Fencing,iron,heavy,fragment,2-3 diam,10,53.4,"fencing wire, some pieces twisted round each other",LH,,1958,1958,1930-1960,Levelling Horizon
614,818,11869,,1,fencing wire,Structural_Fencing,iron,moderate,fragment,"3,5th",1,6.9,round sec wire - prob fencing wire,LH,,1958,1958,1930-1960,Levelling Horizon
615,807,352,c,32,fencing wire,Structural_Fencing,iron,heavy,fragment,3 diam,1,4.1,"round fencing wire, frag",MA.1,1870,1910,1870-1910,1870-1930,Midden Zone A
616,804,360,b,36,wire,Structural_Fencing,iron,heavy,fragment,2 diam,1,8,"2 pieces, looped around each other; modern",LH,,1958,1958,1930-1960,Levelling Horizon
617,803,5933,a,164,barbed wire,Structural_Fencing,iron,moderate,fragment,2 diam,1,20.3,4 pointed barbs wrapped around single wire;,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
618,805,5933,b,164,barbed wire,Structural_Fencing,iron,heavy,fragment,"3,5 diam",1,15.3,double twisted wire with 4 point barbs,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
619,814,2143,jj,164,barbed wire,Structural_Fencing,iron,heavy,fragment,3th,1,34.2,double ply twisted wire with 4 point barbs,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
620,813,2143,ii,164,fencing wire,Structural_Fencing,iron,heavy,fragment,3 th,6,34.3,"round sectioned fencing wire, 5 smaller pieces used as ties, 1 longer strip",MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
621,812,1236,i,237,fencing wire,Structural_Fencing,iron,heavy,fragment,3 diam,1,3.2,prob fencing wire,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
622,809,1919,c,309,wire,Structural_Fencing,iron,heavy,fragment,"118, 2 diam",1,1.6,?modern wire,S9.1,1740,1800,1740-1800,1750-1810,Living Quarters
623,810,6075,c,1084,wire,Structural_Fencing,iron,heavy,fragment,3 dia,2,,"long wire frags, prob modern",S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
624,811,6084,c,1085,fencing wire,Structural_Fencing,iron,heavy,fragment,"4,5 diam",3,6.4,fencing wire?,S2.1,1902,1930,1902-1930,1900-1930,Haybarn
625,806,6084,b,1085,wire,Structural_Fencing,iron,heavy,fragment,3 diam,2,3.1,bent frags,S2.1,1902,1930,1902-1930,1900-1930,Haybarn
626,820,8358,c,1,window bar?,Structural_Fenestration,iron,heavy,fragment,,2,18.2,"sq sec 3x3, with flattened terminals, perforated; 2 pieces prob from same bar, min 200 L",LH,,1958,1958,1930-1960,Levelling Horizon
627,819,418,c,93,window bar?,Structural_Fenestration,iron,heavy,fragment,141x7x3,1,21.5,strap with flared terminal and rivet hole; prob window bar,S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
628,821,8608,,1453,window bar?,Structural_Fenestration,iron,moderate,near complete,190x20x7,1,97.1,"thin bar, tapering at each end; one end broken, other turns in slightly with perforated terminal; too thick to be strapwork?",S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
629,824,1013,dd,1,drop handle,Structural_Handle,iron,heavy,near complete,"57deep, 120+long",1,49.5,"?forged, sq section, 10x11",LH,,1958,1958,1930-1960,Levelling Horizon
630,828,5920,,1,drop handle,Structural_Handle,iron,moderate,near complete,90x35,1,17.8,"classic type, one arm broken, round sectioned 6mm diam",LH,,1958,1958,1930-1960,Levelling Horizon
631,825,1380,h,254,ring handle?,Structural_Handle,iron,heavy,fragment,,1,85.2,"thick, heavy ?cast iron loop handle?",C.4,1850,1890,1850-1890,1840-1900,Courtyard
632,822,1978,a,290,drop handle?,Structural_Handle,iron,heavy,near complete,138x108,1,150.6,"poss rect handle with looped ends; broken in half, one arm (flat rect section) and part of grip (round section)",MB.3,1880,1930,1880-1930,1870-1930,Midden Zone B
633,823,2430,c,402,drop handle,Structural_Handle,iron,heavy,complete,72x31,1,15,"classic type, rect shape with out turned arms, slightly bowed",S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
634,826,2376,,451,drop handle?,Structural_Handle,iron,heavy,fragment,"55W, 35Deep",1,11,"probable small handle, one terminal broken; prob sq section but too much encrustation",S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
635,827,3719,,1064,drop handle,Structural_Handle,iron,moderate,complete,132x48,1,57.2,"rectangular shaped handle with outurned arms which would have slotted into a loop; tip of one arm broken; sq sect 9x8; cf Goodall; used for chest, large casket",S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
636,829,8662,,1630,strap handle,Structural_Handle,iron,moderate,fragment,31High,1,15.7,round sectioned bar with drop down perforated strap with rivet in; broken; modern?,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
637,830,14876,,2637,drop handle/window bar,Structural_Handle,iron,heavy,near complete,190x33,1,29.8,"rect sext (7x5), gentle w/m shaped back with arms turning out but both broken; prob handle - too deep for window bar? Too shallow for handle?",S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
638,831,14956,,2872,ring handle?,Structural_Handle,iron,light,fragment,39x21,1,19.1,"elongated oval, cast iron handle/bow, broken at shaft; furniture handle prob",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
639,832,16911,,2924,pendant handle?,Structural_Handle,iron,heavy,complete,35L,1,4.9,"tear-drop shaped, flat  with pin at top end; small handle for drawer or small door?",S17.2,1690,1700,1690-1700,1690-1720,Meat Store
640,867,292,m,1,double strap hinge,Structural_Hinge,iron,heavy,near complete,83x23x1,1,22.9,thin sheet with end folded over; Priess type a,LH,,1958,1958,1930-1960,Levelling Horizon
641,868,292,n,1,double strap hinge,Structural_Hinge,iron,heavy,complete,73x28x1,1,24.3,"thin sheet, 1 end tapered with rivet hole, hinged with a shorter plate; Priess type a",LH,,1958,1958,1930-1960,Levelling Horizon
642,870,1013,ww,1,double strap hinge,Structural_Hinge,iron,heavy,complete,152x21x4,1,81.3,nice example with leaf/dart terminal and hinge strap,LH,,1958,1958,1930-1960,Levelling Horizon
643,834,303,a,1,shanked pintle,Structural_Hinge,iron,moderate,complete,127L,1,85.6,staggered shank - vertical pintle; modern machine made,LH,,1958,1958,1930-1960,Levelling Horizon
644,843,303,b,1,shanked pintle,Structural_Hinge,iron,moderate,complete,78x50,1,43.9,"rounded pivot, tapering rect shank",LH,,1958,1958,1930-1960,Levelling Horizon
645,850,303,c,1,shanked pintle,Structural_Hinge,iron,moderate,complete,90x39,1,47.9,"rounded pivot, tapering rect shank",LH,,1958,1958,1930-1960,Levelling Horizon
646,855,303,d,1,shanked pintle,Structural_Hinge,iron,moderate,complete,102x30,1,42.3,"rounded pivot, tapering rect shank",LH,,1958,1958,1930-1960,Levelling Horizon
647,858,303,e,1,shanked pintle,Structural_Hinge,iron,moderate,complete,89x41,1,46.3,"rounded pivot, tapering rect shank",LH,,1958,1958,1930-1960,Levelling Horizon
648,860,292,f,1,shanked pintle,Structural_Hinge,iron,heavy,complete,67 x27,1,10,rect shaft 8x6; small for window prob,LH,,1958,1958,1930-1960,Levelling Horizon
649,861,1013,ff,1,shanked pintle,Structural_Hinge,iron,heavy,complete,48x22,1,10.7,small pintle for window or cupboard door,LH,,1958,1958,1930-1960,Levelling Horizon
650,873,267,,1,shanked pintle,Structural_Hinge,iron,heavy,complete,"114L, 43H",1,57.2,"13x8, rect-sec; prob door or large window",LH,,1958,1958,1930-1960,Levelling Horizon
651,847,8358,b,1,shanked pintle?,Structural_Hinge,iron,heavy,fragment,,1,11.1,"poss shank broken, small pintle though",LH,,1958,1958,1930-1960,Levelling Horizon
652,864,1013,gg,1,shanked pintle?,Structural_Hinge,iron,heavy,near complete,40x20,1,19.8,poss pintle - but shank broken; very stout,LH,,1958,1958,1930-1960,Levelling Horizon
653,833,298,a,1,strap hinge,Structural_Hinge,iron,heavy,complete,175x24x5,1,150.1,"2-3 rivets,  tapers in slightly toward terminal ?door hinge",LH,,1958,1958,1930-1960,Levelling Horizon
654,842,298,b,1,strap hinge,Structural_Hinge,iron,heavy,near complete,134x25x5,1,130.9,terminal broken but flares out toward terminal,LH,,1958,1958,1930-1960,Levelling Horizon
655,849,298,c,1,strap hinge,Structural_Hinge,iron,heavy,complete,175x24x5,1,132.9,same type as a),LH,,1958,1958,1930-1960,Levelling Horizon
656,865,292,k,1,strap hinge,Structural_Hinge,iron,heavy,complete,83x20x4,1,62.9,strap with 2 rivets holes; terminal looks broken and bent/folded over,LH,,1958,1958,1930-1960,Levelling Horizon
657,866,292,l,1,strap hinge,Structural_Hinge,iron,heavy,complete,137x14x7,1,67.7,"rect sect/strap shank with end bent 90 deg and pointed; no sign of rivet - could be a latch hook, but pivots the wrong way; pointed end could have been hammered into wood",LH,,1958,1958,1930-1960,Levelling Horizon
658,871,1013,xx,1,strap hinge,Structural_Hinge,iron,heavy,complete,118x12x6,1,60.7,"tapered terminal, bent 90 deg",LH,,1958,1958,1930-1960,Levelling Horizon
659,872,1013,yy,1,strap hinge,Structural_Hinge,iron,heavy,near complete,82x11x6,1,33.7,tapered terminal - broken,LH,,1958,1958,1930-1960,Levelling Horizon
660,875,5919,,1,strap hinge?,Structural_Hinge,iron,heavy,near complete,80x13x3,1,20.2,small hinge with flared strap terminal; curved,LH,,1958,1958,1930-1960,Levelling Horizon
661,835,316,a,10,strap hinge,Structural_Hinge,iron,heavy,complete,120x22,1,78.6,tapered terminal,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
662,851,319,c,12,strap hinge/hasp,Structural_Hinge,iron,heavy,near complete,97L,1,34,strap with broken loop and broken perf terminal; small - strap hasp or hinge?,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
663,844,345,b,27,shanked pintle?,Structural_Hinge,iron,heavy,near complete,"56x40, 11x7",1,19.4,"tip of shank missing; prob pintle, but could be staple",S33.1,1880,1952,1880-1952,1870-1960,Stables
664,836,360,a,36,strap hinge,Structural_Hinge,iron,heavy,complete,112x22x7,1,99.5,"tapers toward terminal and bent 90 deg ; 1 wire nail in situ: c50L, 4x4, sq sect; late 19/20 c",LH,,1958,1958,1930-1960,Levelling Horizon
665,837,424,a,96,shanked pintle,Structural_Hinge,iron,heavy,complete,109x49,1,94.7,large pintle - prob door,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
666,874,436,,119,shanked pintle,Structural_Hinge,iron,heavy,near complete,50x27,1,16.3,shank broken; small pintle - for window probably,S13.4,1830,1850,1830-1850,1810-1870,Silo/Midden
667,838,445,a,137,strap hinge,Structural_Hinge,iron,heavy,complete,132x19x4,1,86.8,strap with looped end and cross brace riveted near hinge,S29.3,,1900,1900,1900,Outhouse
668,859,1054,e,166,shanked pintle,Structural_Hinge,iron,heavy,complete,39x22,1,4.6,small pintle for window or cupboard door,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
669,845,1131,b,172,shanked pintle,Structural_Hinge,iron,heavy,complete,49x30,1,7.6,"small L-shaped pintle - presumably for a window; rect sectioned shank, tapering; round sectioned pivot",S10.4,1800,1880,1800-1880,1780-1900,Kitchen
670,862,1131,g,172,strap hinge?,Structural_Hinge,iron,heavy,fragment,78x28x7,1,69.7,thick iron strap ?folded over - possible strap hinge,S10.4,1800,1880,1800-1880,1780-1900,Kitchen
671,856,1267,d,176,shanked pintle,Structural_Hinge,iron,heavy,fragment,"34L, 38H",1,8.8,shank broken but nice example - small pintle for window or small cupboard door,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
672,869,1380,n,254,shanked pintle,Structural_Hinge,iron,heavy,complete,104x38,1,68.1,very long shank - prob door pintle,C.4,1850,1890,1850-1890,1840-1900,Courtyard
673,846,1643,b,335,strap hinge?,Structural_Hinge,iron,heavy,fragment,"23W, 9th",1,35.8,poss terminal of strap hinge,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
674,852,2448,c,488,shanked pintle?,Structural_Hinge,iron,heavy,complete,78x50,1,17.4,"prob pintle, pivot bent out a little; altern could be tanged ?sickle blade but unlikely; heavy concretion",S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
675,876,5942,,770,shanked pintle,Structural_Hinge,iron,moderate,complete,100x73,1,44,nice example - very tall pivot,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
676,877,5950,,778,shanked pintle,Structural_Hinge,iron,heavy,complete,90x60,1,48.4,large - for door,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
677,878,5975,,860,shanked pintle,Structural_Hinge,iron,heavy,complete,93x50,1,63.4,"sq sec 11x10, large - prob door",C.4,1850,1890,1850-1890,1840-1900,Courtyard
678,879,6051,,1056,double strap hinge,Structural_Hinge,iron,heavy,fragment,28x4,1,59.7,broken in severl pieces; simple tapered end type,S2.1,1902,1930,1902-1930,1900-1930,Haybarn
679,880,6061,,1060,strap hinge,Structural_Hinge,iron,heavy,near complete,"240L, 27x5",1,183.1,forged hinge with wire cut nails in situ (long but bent,S35.2,,1958,1958,1930-1960,Western Farmhouse
680,881,6064,,1060,strap hinge,Structural_Hinge,iron,moderate,complete,175x110,1,96.2,"L-shaped strap hinge, prob machine made - late 19/20c, prob for window",S35.2,,1958,1958,1930-1960,Western Farmhouse
681,893,15619,,1177,shanked pintle,Structural_Hinge,iron,heavy,complete,65x25,1,11.6,sq sect shank; prob window,MC.2,1700,1750,1700-1750,1690-1750,Midden Zone C
682,839,6114,a,1180,shanked pintle,Structural_Hinge,iron,heavy,complete,40x19,1,3.7,"nice, small one - small door/window",S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
683,882,7325,,1419,shanked pintle,Structural_Hinge,iron,moderate,complete,76X35,1,23.2,small door/shutter,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
684,863,8605,g,1448,shanked pintle,Structural_Hinge,iron,moderate,complete,"55L, 30H",1,13.6,"small pintle, rec sect 8x7; prob for window rather than door",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
685,853,8630,c,1546,shanked pintle,Structural_Hinge,iron,moderate,complete,"85L, 45H",1,47.9,"rect sec 12x9, tip of shank bent; small door or lage window?",S10.3,1760,1800,1760-1800,1750-1810,Kitchen
686,883,8656,,1614,shanked pintle,Structural_Hinge,iron,heavy,complete,60x25,1,18.7,small - prob window pintle,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
687,885,11901,,1871,shanked pintle,Structural_Hinge,iron,heavy,near complete,78x50,1,34.7,pivot poss broken at tip; heavy encrustation around pintle - incl part of strap hinge in here too,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
688,886,11917,,1947,shanked pintle?,Structural_Hinge,iron,heavy,near complete,50x20,1,7.1,"heavily encrusted - poss pintle, small size",S10.3,1760,1800,1760-1800,1750-1810,Kitchen
689,857,11958,d,2251,strap hinge/hasp?,Structural_Hinge,iron,heavy,fragment,80x14x3,1,18.8,ornate leaf-shaped strap with broken hinge and terminal,S18.4,1700,1740,1700-1740,1690-1750,Pantry
690,854,11732,c,2261,strap hinge,Structural_Hinge,iron,heavy,fragment,,1,7.8,"looped/hinge end of a strap hinge, 13W, 3 th - small hinge, poss hasp",S17.6,1750,1770,1750-1770,1750-1780,Meat Store
691,884,10147,,2289,strap hinge,Structural_Hinge,iron,heavy,near complete,128x17x4,1,48.9,"strap hinge with 1 nail/rivet (18L) and hooked terminal - presumably for latching; hinge broken; narrow door  c65mm wide, unless hook os decoratove",S17.5,1720,1750,1720-1750,1720-1750,Meat Store
692,840,11985,a,2474,strap hinge?,Structural_Hinge,iron,heavy,fragment,,1,20.8,"hinge end broken, tapered terminal; heavily encrusted",S8.1,1720,1750,1720-1750,1720-1750,Nursery
693,887,11987,,2481,strap hinge?,Structural_Hinge,iron,heavy,near complete,65x12x3,1,21.5,"rect bar, looped at one end, slight tapered point at other - could be broken; poss a strap hinge - or buckle pin from a VERY large buckle? Former seems more likely, esp if broken",S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
694,848,11993,b,2556,strap hinge/hasp?,Structural_Hinge,iron,heavy,fragment,,1,68.7,terminal and hinge ends broken - but strap hinge or hasp seems most likely,S18.1,1670,1680,1670-1680,1660-1690,Pantry
695,841,14878,a,2594,strap hinge,Structural_Hinge,iron,heavy,near complete,127x37x3,1,73.8,terminal broken,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
696,890,14889,,2668,strap hinge?,Structural_Hinge,iron,heavy,fragment,"21W,",1,8.3,poss hinge terminal/loop of strap hinge,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
697,892,14950,,2711,strap hinge,Structural_Hinge,iron,moderate,near complete,98x20x3,1,31.9,"tapered, waisted strap with bent hinge arm",S17.4,1710,1720,1710-1720,1690-1720,Meat Store
698,891,14934,,2742,shanked pintle,Structural_Hinge,iron,heavy,near complete,58x52,1,30,shank poss broken - looks too short; medium-sized door,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
699,888,14879,,2773,strap pintle,Structural_Hinge,iron,moderate,complete,200x23x7,1,141.2,strap pintle; long strap tapered to point with 3 rivet/nail holes and projecting pintle on same axis as strap; door pintle probably,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
700,896,16696,,2810,strap hinge/hasp?,Structural_Hinge,iron,moderate,fragment,17w,1,1.8,poss frag of small strap hinge or hasp,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
701,895,16691,,2821,strap hinge?,Structural_Hinge,iron,heavy,fragment,"19x1,5",1,11.9,tapering slightly to folded over butt /flattened hinge socket?)- poss from strap hinge for small door/window -,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
702,897,16841,,2827,double strap hinge,Structural_Hinge,iron,heavy,complete,50x25x1,1,12.9,short strap with hinge one end and bent over tapered terminal with ?wire nail in situ; frame part of hinge (not door),S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
703,889,14883,,2832,strap hinge?,Structural_Hinge,iron,moderate,fragment,"30x3,5",1,65.5,"tapered terminal, bent at 45 deg  with forged , flat-headed nail (27L) in situ; broken at hinge; stout fitting - prob for door",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
704,894,16690,,2944,strap hinge?,Structural_Hinge,iron,moderate,fragment,17/11x8,1,31,looped end of larger object - strap hinge or strap loop,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
705,898,1433,a,1,rebar,Structural_Other,iron,moderate,fragment,"137L, 10 diam",1,69.8,modern round sectined rod - reinforcing iron?,LH,,1958,1958,1930-1960,Levelling Horizon
706,902,1013,,1,rebar,Structural_Other,iron,heavy,fragment,,6,466.8,"4 pices of 9mm thick rebat (1 piece had bent end), 2 pieces of 13mm diam rebar",LH,,1958,1958,1930-1960,Levelling Horizon
707,904,11868,,1,rebar,Structural_Other,iron,moderate,fragment,"330L, 12 diam",1,344.7,rod with hooked end; fencing post?,LH,,1958,1958,1930-1960,Levelling Horizon
