Sherd group,Finds_No,Context,Group,Refits,Similar to,Vessel ID,Same as VID,Fabric code,ICP,Fabric Group,Broad fabric,Vessel type,Vessel group,Food type,Number of sherds,evrep,batch,Weight,eve (%rim),eve (%base),size (mm),Rim form,Decorated,colour,Decorative method,Pattern class,Pattern type,Matching set,Moulding method,Moulding type,Repair hole,Residue,Sooting,Burnt,Use-wear,Makers mark,Date,Notes,Photo,Building Phases_Building Phase,Real Date,Start date,End date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved,,
1225,4733,794,,,,,,whiteware,,Refined earthenware,REW,,,,2,,TRUE,2.9,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,misc undecorated,FALSE,S7.5,1890,1890,1890,1870-1900,Vestibule & Corridor,775,775,Wall,disorganized,FALSE,,
1226,4733,794,,,,,,whiteware,,Refined earthenware,REW,cup/bowl,tableware,hot drink/wet food,1,1,FALSE,7.4,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,black print - trees?,FALSE,S7.5,1890,1890,1890,1870-1900,Vestibule & Corridor,775,775,Wall,disorganized,FALSE,,
1227,4704,443,,,,,,whiteware,,Refined earthenware,REW,,,,2,,TRUE,2.8,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,handle & small sherd,FALSE,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,756,443,Building,in situ,FALSE,,
1228,4704,443,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,2.8,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated base - prob plate,FALSE,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,756,443,Building,in situ,FALSE,,
1229,4704,443,,,,1189,,whiteware,,Refined earthenware,REW,cup/bowl,tableware,hot drink/wet food,2,1,FALSE,1.9,5,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,brown floral/paisley border,FALSE,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,756,443,Building,in situ,FALSE,,
1230,4795,921,,,1293,571,,whiteware,,Refined earthenware,REW,cup (handled),tableware,hot drink,1,1,FALSE,3.4,50,,,,,,Tissue-printed,View,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,brown print; same pattern as #371,FALSE,S7.5,1890,1890,1890,1870-1900,Vestibule & Corridor,775,775,Wall,disorganized,FALSE,,
1231,4795,921,,,1218,,654,whiteware,,Refined earthenware,REW,large bowl,storage/utility,wet food/preparation,1,1,FALSE,10.2,,,,,,,Tissue-printed,Floral,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"blue, large flowers; same as #1218",FALSE,S7.5,1890,1890,1890,1870-1900,Vestibule & Corridor,775,775,Wall,disorganized,FALSE,,
1232,4795,921,,,,,,whiteware,,Refined earthenware,REW,large bowl,storage/utility,wet food/preparation,2,1,FALSE,10.4,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,footring,FALSE,S7.5,1890,1890,1890,1870-1900,Vestibule & Corridor,775,775,Wall,disorganized,FALSE,,
1233,4795,921,,,,,,whiteware,,Refined earthenware,REW,,,,9,,TRUE,25.2,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"undecorated, misc - incl handle and base and rim",FALSE,S7.5,1890,1890,1890,1870-1900,Vestibule & Corridor,775,775,Wall,disorganized,FALSE,,
1234,4795,921,,,,,,whiteware,,Refined earthenware,REW,cup/bowl,tableware,hot drink/wet food,1,1,FALSE,17.6,,40,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,undecorated base of small bowl or cup,FALSE,S7.5,1890,1890,1890,1870-1900,Vestibule & Corridor,775,775,Wall,disorganized,FALSE,,
1235,4693,1,,,,,,whiteware,,Refined earthenware,REW,cup/bowl,tableware,hot drink/wet food,8,1,FALSE,17.1,17,,100,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,grey-blue sheet pattern - 'coral',TRUE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1236,4693,1,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,139,4,,,,,,Tissue-printed,Chinese,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,light blue - two temples? Large plate/platter,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1237,4693,1,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,3.5,,,,,,,Tissue-printed,Chinese,Willow,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"blue, base of plate prob",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1238,4693,1,,,,,,whiteware,,Refined earthenware,REW,,,,2,1,FALSE,4.3,,,,,,,Slipped,Geometric,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,early 19 c?,brown slip dots; prob bowl,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1239,4693,1,,,,,,whiteware,,Refined earthenware,REW,,,,2,1,FALSE,4.7,,,,,,,Sponged,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,"red band, blue motif; prob bowl or cup",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1240,4693,1,,,,,,whiteware,,Refined earthenware,REW,,,,2,1,FALSE,1.9,,,,,,,Sponged,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,blue scroll motif - saucer/plate?,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1241,4693,1,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,1.3,,,,,,,Hand painted,Floral,Peasant,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,green leaf,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1242,4693,1,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,1.2,,,,,,,Hand painted,Geometric,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,flow blue - stripes?  saucer? Poss same vessel as #1140,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1243,4693,1,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,2.8,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,TRUE,1836-1899,"base of plate/saucer, black printed mark: [P.R]EGOUT & Co, MAASTRICHT",TRUE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1244,4693,1,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,2.8,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,green greek fret border with waves/scrolls,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1245,4693,1,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,1.2,,,,,,,Tissue-printed,Floral,Mussel,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,blue,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1246,4693,1,,,1261,,608,whiteware,,Refined earthenware,REW,cup/bowl,tableware,hot drink/wet food,1,1,FALSE,0.7,5,,,,,,Sponged,Geometric,Greek fret,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,red band and green greek fret,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1247,4693,1,,,1216,,403,Rockingham ware,,Refined earthenware,REW,bowl,tableware,wet food,1,1,FALSE,1.2,,,,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,spall - prob same as #1216,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1248,4693,1,,,1167,,695,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,1.4,3,,,,,,Hand painted,Geometric,Edge banded,FALSE,Press-moulded,shell edge (scallop),FALSE,FALSE,FALSE,FALSE,,FALSE,c. 1800-1840,"blue, slight scallop",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1249,4693,1,,,1157,,491,white-bodied lustreware,,Refined earthenware,REW,,,,1,1,FALSE,1.3,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,mid-late 19 c.,black print under purple copper lustre,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1250,4693,1,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,2.1,,,,,,,Hand painted,Geometric,Edge banded,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,double blue rim band,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1251,4693,1,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,3,5,,,,,,Hand painted,Geometric,Edge banded,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,red & blue rim bands,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1252,4693,1,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,2,1,FALSE,3.3,10,,,,,,Hand painted,Geometric,Edge banded,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,double blue band,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1253,4693,1,,,,,,whiteware,,Refined earthenware,REW,large bowl,storage/utility,wet food/preparation,2,2,FALSE,28.5,,37,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,footrings,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1254,4693,1,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,6,,TRUE,16.9,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"misc rims, undecorated",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1255,4693,1,,,,,,whiteware,,Refined earthenware,REW,cup (handled),tableware,hot drink,2,2,FALSE,3.9,18,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated rims,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1256,4693,1,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,2,1,FALSE,5.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated rims,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1257,4693,1,,,,494,,whiteware,,Refined earthenware,REW,large bowl,tableware,wet food,1,1,FALSE,4,4,,180,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,rolled/beaded rim,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1258,4693,1,,,,,,whiteware,,Refined earthenware,REW,,,,38,,TRUE,56.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,misc,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1259,4693,1,,,,,,whiteware,,Refined earthenware,REW,,,,8,,TRUE,15.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,misc,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1260,4693,1,,,1263,,832,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,0.6,4,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"green print, prob small plate/saucer",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
1261,4757,850,,,1246,608,,whiteware,,Refined earthenware,REW,cup/bowl,tableware,hot drink/wet food,1,1,FALSE,2,,,,,,,Sponged,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"green greek fret, red band, prob cup",FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1262,4757,850,,,1165,,509,whiteware,,Refined earthenware,REW,bowl,tableware,wet food,2,1,FALSE,6.3,,,,,,,Slipped,Geometric,Worming,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,early 19 c,"brown marbling on grey-green back, with ble bands",FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1263,4757,850,,,1260,832,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,0.8,2,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"green print, floral with zig-zag",FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1264,4757,850,,,,,,whiteware,,Refined earthenware,REW,cup (handled),tableware,hot drink,1,1,FALSE,2.5,4,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,green print; matching cup to saucer #1263,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1265,4757,850,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,1.7,2,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,black print,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1266,4757,850,,,,,,whiteware,,Refined earthenware,REW,cup (handled),tableware,hot drink,4,1,FALSE,7.1,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,brown floral spray,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1267,4757,850,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,1.9,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,flow blue pattern,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1268,4757,850,,,,602,,whiteware,,Refined earthenware,REW,cup/bowl,tableware,hot drink/wet food,1,1,FALSE,0.9,8,,90,,,,Hand painted,Floral,Peasant,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,red flower under green band; prob cup,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1269,4757,850,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,0.6,,,,,,,Sponged,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"red motif, thick rim - plate?",FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1270,4757,850,,,,496,,whiteware,,Refined earthenware,REW,bowl,tableware,wet food,2,1,FALSE,4.8,,,,,,,Hand painted,Floral,Mussel,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"blue - prob mussel, prob hand painted",FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1271,4757,850,,,,,,whiteware,,Refined earthenware,REW,,,,2,1,FALSE,2.8,,,,,,,Hand painted,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,black curving lines - floral/feathers? Saucer?,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1272,4757,850,,,1632,,85,brown glazed earthenware,,Refined earthenware,REW,teapot,tableware,hot drink,1,1,FALSE,8.3,10,,,,,,Undecorated,,,FALSE,Press-moulded,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"rim with lid seating, and moulded, broad reeding on body; orange-buff fabric",FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1273,4757,850,,,,751,,whiteware,,Refined earthenware,REW,preserve jar,storage/utility,storage,1,1,FALSE,2.3,9,,70,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,grooved rim,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1274,4757,850,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,6,,TRUE,18,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,misc undecorated,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1275,4757,850,,,,,,whiteware,,Refined earthenware,REW,,,,22,,TRUE,28.3,,,,,,,,,,FALSE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,,"misc, 1 sherd with repair hole",FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1276,4757,850,,,,488,,white-bodied lustreware,,Refined earthenware,REW,cup (handled),tableware,hot drink,1,1,FALSE,0.6,7,,80,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated rim,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1277,4757,850,,,,,,whiteware,,Refined earthenware,REW,,,,3,,TRUE,8.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,misc sherds,FALSE,S35.2,1958,1958,1958,1930-1960,Western Farmhouse,1098,1098,Wall,disorganized,FALSE,,
1278,4762,860,,,,,,whiteware,,Refined earthenware,REW,,,,80,,TRUE,166.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,misvc undecorated sherds,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1279,4762,860,,,,,,whiteware,,Refined earthenware,REW,,,,8,,TRUE,12,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,misc undecorated,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1280,4762,860,,,,,,whiteware,,Refined earthenware,REW,,,,4,,TRUE,20.2,,60,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,"misc bases of saucers/plates, undecorated",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1281,4762,860,,,,,,whiteware,,Refined earthenware,REW,bowl,tableware,wet food,1,1,FALSE,8.6,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,footring,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1282,4762,860,,,,724,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,3,1,FALSE,21.4,,25,,,,,Tissue-printed,Floral,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"green sheet pattern, flowers and 'coral'; prob a plate; same pattern as #1152, but different vessel",TRUE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1283,4762,860,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,0.9,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,grey-blue sheet pattern - coral; same pattern as #1235 but different vessel,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1284,4762,860,,,,881,,whiteware,,Refined earthenware,REW,tankard (straight),tableware,cold drink,1,1,FALSE,19.6,,16,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,base - undecorated; prob tankard or jug,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1285,4762,860,,,,553,,whiteware,,Refined earthenware,REW,cup (handled),tableware,hot drink,2,1,FALSE,18.3,10,35,90,,,,Hand painted,Geometric,Edge banded,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,yellow bands,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1286,4762,860,,,,836,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,8,1,FALSE,18.7,2,33,,,,,Hand painted over tissue-print,Scene,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,TRUE,,"Chinese garden scene - green print with red, green & yellow paint; edge of makers mark: CHA..... E....; ?Pekin pattern",TRUE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1287,4762,860,,,1231,654,,whiteware,,Refined earthenware,REW,large bowl,storage/utility,wet food/preparation,3,1,FALSE,25.6,4,,260,,,,Tissue-printed,Floral,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"blue, large flowers,  flared/everted rim",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1288,4762,860,,,,,,whiteware,,Refined earthenware,REW,cup (handled),tableware,hot drink,2,1,FALSE,4.4,9,,80,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,blue floral,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1289,4762,860,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,1.6,6,,140,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,blue floral,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1290,4762,860,,,,,,whiteware,,Refined earthenware,REW,,,,3,,TRUE,4.7,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,blue print,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1291,4762,860,,,,727,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,4,1,FALSE,9.9,,,,,,,Tissue-printed,Floral,,FALSE,,,TRUE,FALSE,FALSE,TRUE,,FALSE,,"blue, large flowers; same pattern as #1287, poss same vessel as #1158",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1292,4762,860,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,4,1,FALSE,6.4,1,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,TRUE,,"black floral/scene print, partial makers mark ....RY in cartouche",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1293,4762,860,,,1230,,571,whiteware,,Refined earthenware,REW,cup (handled),tableware,hot drink,1,1,FALSE,1.7,7,,80,,,,Tissue-printed,View,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,brown print; same pattern as #371,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1294,4762,860,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,0.7,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,"black print, poss cup",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1295,4762,860,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,2,1,FALSE,3,7,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,brown ?stencilled border,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1296,4762,860,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,1.5,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,blue 'fleur-de-lys' sheet pattern; prob saucer,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1297,4762,860,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,2,1,FALSE,1.7,4,,,,,,Hand painted,Geometric,Edge banded,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,blue band,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1298,4762,860,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,2,1,FALSE,11,,20,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,"red band, prob saucer",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1299,4762,860,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,1,,,,,,,Sponged,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,brown motif - plate/saucer,FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1300,4762,860,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,2,,6,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"green band, base",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1301,4762,860,,,1326,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,3.4,,,,,,,Hand painted over tissue-print,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"purple print - tree, with gold/red paint over; prob cup",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1302,4762,860,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,2.5,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"purple print, trees; base of saucer/plate",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
1303,4762,860,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,4.8,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"green floral print, prob from plate",FALSE,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE,,
