ID,"Site, year, findnr",FindsNo,Context,Area,Dating,Fragm,Type of context,Preservation condition,Comments,Colour,Geological type,Grain size,Origin,Analyzed by,Type,Part of whetstone,Whetstone size,Nr of grinding surfaces preserved,Description of broad side,Description of narrow side,Description of end peice 1,Description of end peice 2,Cross section,Edges,Use of surfaces,Grooves,Strap attachment,General use,Description,"Sooth, iron, precipitation",Usability,Geological comments and observation,Weight,Length (full),Width (full),Thickness (full),Length (frag),Width (frag),Thickness (frag),Building Phase,Start Date,End Date,Period_Date,Attribution
127,SKH03,2933,459,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,None,Unknown,Fragment of an end piece. Light grey Eidsborg schist. Too small a fragmtent to determine any original shape or size of the whetstone. Rather thin with rounded edges and remains of two smooth grinding surfaces.,None,Not usable,,3,,,,3.8,1,0.6,MC.1,1650,1700,1630-1720,Midden Zone C
128,SKH03,2973,638,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Medium,2,Irregular,Tapering,Slanting,Irregular shape,Oval/parralel sides,Rounded,Rough/smooth,Across edges,Signs of working,Re-used after breakage,"Extensively used whole whetstone, probably used after breakage. One flat but partially rough grinding surface and one convex. Remains of a hole for suspension towards one end but broken. Several groves across the edges and one across and end piece. Oval cross section due to use.",None,Very usable,,39.5,10.7,2.3,1.1,,,,S2.1,1902,1930,1900-1930,Haybarn
129,SKH03,2995,446,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Parallel,Tapering,Straight,,Rectangular,Sharp,Rough/smooth,U-shaped vague,None,Moderate,"End and centre piece of, presumably, a medium sized whetstone of the light grey Eidsborg schist type. Perhaps the hard stone type?. Moderately used, nicely shaped with sharp edges and straight end piece. Parallel sides looking at the broad side and tapering towards the point of breakage looking at the narrow side. Smooth but vawy grinding surfaces on the broad sides, with some vague grinding marks across the centre and rough surfaces on the narrow sides. Rectangular cross section.",Iron smear,Very usable,Hardstone?,20.5,,2,1,6.9,,,S13.3,1800,1830,1780-1840,Main Corridor
130,SKH03,3003,646,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Small,2,Parallel,Parallel,Irregular shape,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,Fragmented endpiece of a small light grey schist whetstone. Remains of two smooth grinding surfaces and no grooves. Oval cross section due to use and rather thin with irregular shaped end piece.,None,Not usable,,7.5,,1.3,0.4,4,,,S13.3,1800,1830,1780-1840,Main Corridor
131,SKH03,3005,658,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Small,4,Irregular,Irregular,Slanting,Irregular shape,Rectangular/unevenly,Irregular,Vawy but smooth,None,Hole for suspension,Extensive,"Whole but chipped whetstone of light grey Eidsborg schist. Extensive use and very irregular shape. Two holes for suspention, the endpiece has broken across the upper hole. Only one smooth broadside used for grinding, the other is very rough due to holes and rough inclutions in the mineral grain.",None,Usable,"Holes in the grainstructrue, disturbine one surface",27,7.5,2.2,1,,,,S2.1,1902,1930,1900-1930,Haybarn
132,SKH03,3074,527,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Production fragment,Fragment/raw material,Unknown,,,,,,,,Rough,None,None,Not used,Large production fragment or cut off from whetstone fabricating. Rough surfaces and triangular cross section. No signs of use.,None,Usable,,30,,,,5.5,2.3,1.7,,,,,
133,SKH03,3104,705,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Tapering,Tapering,Rounded with gradual transition to the side,,Rectangular,Sharp,Smooth,None,None,Moderate,"End and cente piece of a mid grey whetstone. Nicely shaped, sharp edges and smooth surfaces. Very pointy end piece, gradually rounded. Sharp breakage and not re-used after breakage. Rectangular cross section.",None,Usable,,10.5,,1.5,0.7,6.5,,,MC.1,1650,1700,1630-1720,Midden Zone C
134,SKH03,3123,598,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Large,4,Irregular,Irregular,Irregular shape,,Uneven/other,Rounded/Sharp,Smooth,None,None,Moderate,"End and part of the centre piece of a, presumably, large whetstone of the light grey schist type. Irregular shape with both sharp and rounded edges, smooth plane and convex surfaces and irregular but rounded end piece. No signs of use after breakage though the stone is still preserved in a well usable size.",None,Very usable,"Holes in the grainstructrue, disturbine one surface",133.5,,2.9,2.6,10,,,S34.1,1880,1920,1870-1930,Silo Pit
135,SKH03,3139,651,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,3,Parallel,Parallel,Straight,,Rectangular,Sharp,Rough/smooth,None,None,Moderate,"End and part of the centre piece of a, presumably, medium or large whetstone of the light grey schist type. Parallel sides, sharp edges and rectangular cross section. Three smooth and one rough surface and straight end piece.",Iron smear,Usable,,33.5,,1.9,1.4,6.1,,,C.4,1850,1890,1840-1900,Courtyard
136,SKH03,3198,698,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,2,Irregular,Irregular,Irregular shape,,Oval/parralel sides,Rounded,Vawy but smooth,Several types,None,Re-used after breakage,"End and centre piece of a light grey Eidsborg schist whetstone. Extensively used, flat and with rounded edges. Several grinding marks or depressions across the edges and a v-shaped grove along one of the narrow sides. Smooth grinding surfaces and irregular but rounded end piece. Oval cross section. Could have been used after breakage.",None,Usable,,18,,3.3,0.6,5.8,,,S20.2,1670,1700,1660-1720,School Dormitory
137,SKH03,3198,698,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Medium,4,Irregular,Tapering,Rounded with sharp transition to the side,,Rectangular/unevenly,Rounded,Very irregular,Across edges,None,Extensive,End and centre piece of a light grey Eidsborg schist whetstone. Extensively used and with rounded edges. Several grinding marks or depressions across the edges and possibly a v-shaped grove along one of the narrow sides. Smooth but vawy grinding surfaces and rounded end piece with sharp transition to the side. Rectangular cross section. Could have been used after breakage.,Iron smear,Usable,,18,,1.8,0.9,6.9,,,S20.2,1670,1700,1660-1720,School Dormitory
138,SKH03,3218,414,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Very small,4,Tapering,Parallel,,,Rectangular,Sharp,Smooth,None,None,Unknown,End and centre piece of a very small and nicely shaped light grey schist whetstone of the pendant type but without hole for suspension. Smooth surfaces and slightly tapering towards the end. Rectangular cross section.,None,Not usable,,5.5,,1,0.6,4.3,,,S20.1,1650,1670,1630-1690,School Dormitory
139,SKH03,3260,700,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Rectangular,,Smooth,None,None,Unknown,Small fragment of a rounded end piece of the light gret Eidsborg schist type. Impossible to determine the original size or shape. Remains of two smooth grinding surfaces preserved.,None,Not usable,,4.5,,,,3,1.7,0.5,S20.1,1650,1670,1630-1690,School Dormitory
140,SKH03,3298,673,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Tapering,Parallel,Rounded with gradual transition to the side,,Rectangular,,Rough/smooth,None,None,Extensive,End piece of a very extensively used whetstone. The end has been grinded down and is very pointy and the remaining stone is very thin. The piece was probably not used after breakage.,None,Not usable,,6.5,,,0.5,5.6,,,S20.1,1650,1670,1630-1690,School Dormitory
141,SKH03,3301,688,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Medium,4,Tapering,Tapering,Irregular shape,Rounded with sharp transition to the side,Rectangular,Sharp,Vawy but smooth,None,None,Moderate,Whole but chipped small to medium sized and nicely shaped whetstone of the light grey schist type. Tapering towards both ends looking at the narrow side and towards the upper end piece looking at the broad side. Rather sharp edges and smooth but vawy surfaces. Rectangular cross section.,None,Very usable,,39,9.8,2.5,1.1,,,,S20.2,1670,1700,1660-1720,School Dormitory
142,SKH03,3334,664,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Medium,1,Indeterminable,Indeterminable,Irregular shape,,Unknown,Irregular,Smooth,None,None,Unknown,"Very fragmented remains of end and centre piece of, presumably, a medium sized or large whetstone. Light grey Eidsborg schist type. Very damaged and probably not used after breakage though it remains in a size suitable for use. Only parts of one grinding surface preserved and no grinding grooves visible. Impossible to determine the original shape.",None,Usable,,41,,,,7,1.9,2.4,S20.2,1670,1700,1660-1720,School Dormitory
143,SKH03,3334,664,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Rounded with sharp transition to the side,,Unknown,Rounded,Very irregular,None,None,Unknown,Small fragment of a rounded end piece of the light gret Eidsborg schist type. Impossible to determine the original size or shape. Remains of two smooth grinding surfaces preserved.,None,Not usable,,1,,,,,,,S20.2,1670,1700,1660-1720,School Dormitory
144,SKH03,3346,647,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,2,Parallel,Tapering,Rounded with gradual transition to the side,,,Rounded/Sharp,Smooth,None,None,Unknown,"End piece of a light grey schist whetstone, tapering towards the rounded end piece looking to the narrow side. Rounded edges and smooth grinding surfaces. Rectangular cross section. Not used after breakage.",None,Usable,,12.5,,2.2,0.7,5.5,,,S20.1,1650,1670,1630-1690,School Dormitory
145,SKH03,3355,642,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Parallel,Parallel,Straight but with hew marks,,Rectangular,Rounded,Smooth,None,None,Moderate,"End piece of a mid grey schist whetstone, bar shaped with rounded edges and smooth surfaces. Straight, slightly rounded end piece. Rectangular cross section.",None,Usable,,15,,,1,4.7,,,S20.2,1670,1700,1660-1720,School Dormitory
146,SKH03,3355,642,,,1,,Stabile,,Mid grey,Schist,Coarse,Unknown,,Unknown,Fragment/raw material,Unknown,,,,,,,,,None,None,Unknown,Small fragment of a possible whetstone. Most likely schist of some sort but not the common Eidsborg type. Coarse grains and high micha. No signs of use.,None,Not usable,,1,,,,2.6,1.2,0.9,S20.2,1670,1700,1660-1720,School Dormitory
147,SKH03,3381,344,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,1,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Unknown,Rounded,Rough,None,None,Unknown,End piece of a light grey schist whetstone with damaged grinding surfaces. Too small to estimate any original size or shape.,None,Not usable,,9.5,,,,3,1.8,1.2,S5.6,1830,1890,1810-1900,Workshop/Flour Mill
148,SKH03,3438,627,,,1,,Good,,Dark grey,Slate,Very fine,Unknown,Sice,Unknown,End piece only,Unknown,2,Parallel,Parallel,Irregular shape,,Oval/parralel sides,Rounded,Smooth,V-shaped vague,None,Unknown,"Small end piece of a possible slate whetstone. Smooth surfaces with several vague grooves, tapering slightly towards the end piece looking at the narrow side.",None,Not usable,,5,,1.4,0.5,3.6,,,S20.2,1670,1700,1660-1720,School Dormitory
149,SKH03,3438,627,,,1,,Good,,Mid grey,Unknown,Medium fine,unknown,,Unknown,Fragment/used,Unknown,2,,,,,,,,,None,Unknown,Fragment. Could be from a non schist whetstone but uncertain. Too small to determine any original size or shape.,None,Not usable,,1,,,,1.8,1.6,0.5,S20.2,1670,1700,1660-1720,School Dormitory
150,SKH03,3438,627,,,1,,Good,,Mid grey,Unknown,Fine,unknown,,Unknown,Fragment/used,Unknown,,,,,,,,,,None,Unknown,Fragment. Could be from a non schist whetstone but uncertain. Too small to determine any original size or shape.,None,Not usable,,1,,,,1.5,1,0.5,S20.2,1670,1700,1660-1720,School Dormitory
151,SKH03,3497,166,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,4,Parallel,Parallel,Slanting,,Rectangular/unevenly,Rounded,Smooth,None,None,Unknown,"End piece of a light grey schist whetstone, slightly tapering towards the nicely shaped with slanting but rounded end piece and smooth grinding surfaces. Rounded edges and rectangular cross section. Not used after breakage.",None,Not usable,"Small holes, evenly distributed in the grain structure, not disturbing the grindning surfaces",10.5,,1.9,0.8,4.1,,,S9.2,1800,1880,1780-1900,Living Quarters
152,SKH03,3497,166,,,1,,Good,,Dark grey,Slate,Very fine,unknown,,Whetstone,End piece only,Small,2,Tapering,Parallel,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,Across edges,None,Moderate,"Lower end piece of a small whetstone of slate or perhaps the dark grey schist type, very laminated. Will need thin sectioning and geological analysis to determine this. Thin and tapering towards the end, rounded sides and few groves across the edges. Smooth grinding surfaces on both broad sides.",None,Not usable,,5,,,,5,1.4,0.5,S9.2,1800,1880,1780-1900,Living Quarters
153,SKH03,3498,591,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Production fragment,Fragment/raw material,Unknown,,,,,,,,,,,,"Fragment, possibly production fragment (no clear signs of grinding marks or surfaces). Light gret Eidsborg schist type.",,,,5.5,,,,3.8,2,0.7,MC.1,1650,1700,1630-1720,Midden Zone C
154,SKH03,3499,699,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Production fragment,Fragment/raw material,Unknown,,,,,,,,,,,,"Small fragment, possibly production fragment (no clear signs of grinding marks or surfaces). Light gret Eidsborg schist type.",,,,0.5,,,,1.5,1.5,0.3,S20.2,1670,1700,1660-1720,School Dormitory
155,SKH03,3500,716,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Production fragment,Fragment/raw material,Unknown,,,,,,,,,,,,"Small fragment, possibly production fragment (no clear signs of grinding marks or surfaces). Light gret Eidsborg schist type.",,,,0.5,,,,2,0.8,0.5,S20.1,1650,1670,1630-1690,School Dormitory
156,SKH03,3501,749,,,13,,Baad,,Mid grey,Schist,Medium fine,Unknown,Sice,Whetstone fragment,Fragment/used,Medium,1,Indeterminable,Indeterminable,Irregular shape,Irregular shape,Unknown,Irregular,Vawy but smooth,None,None,Extensive,"Half a medium sized whetstone, broken on the longitude across the narrow side and most of the original size preserved (as 3 conjoining fragments and several smaller fragments). Schist type of uncertain origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure. Irregular shape and signs of vawy grinding surface due to extensive use.",None,Not usable,Frekjubrýni?,28,,,,8,3.2,0.4,T1.3,2002,2007,1990-2020,FSÍ Excavation
157,SKH03,3501,749,,,1,,Good,SGB: corundum?,Mid grey,Unknown,Medium fine,Iceland?,,Whetstone,End piece only,Small,4,Tapering,Tapering,Straight,,Rectangular,Rounded/Sharp,Smooth,Across edges,None,Re-used after breakage,"End piece of an unknown stone type, probably modern whetstone type but further geological determination is needed to conclude this further. The piece is nicely shaped with a regular rectangular cross section, sharp edges and looks to have been used only moderately. But there are signs of re-use after breakage both with smooth surface on the broken end and grinding grooves across the broken edge. The preserved end piece is straight but with rounded edges. The sides are slightly tapering towards the broken end.",None,Usable,Modern type,14,,1.4,1.2,4.7,,,T1.3,2002,2007,1990-2020,FSÍ Excavation
