ID1,ID,Dbase,Finds Number,Unit Number,Bark,Conversion/method,Wood species,Completeness,Discard,Photo/drawing,Length (mm),Width (mm),Thickness (mm),Diameter,profile,shape/sides,condition,burnt,Object,Object Group,Object category,Vessel type,vessel ID,Off-cut,Count,General Notes,Notes (continued),Field26,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,No,GroupNo,Space,Unit type,Unit entropy,Sieved,
3136,1435,ST,10021,2322,No,whole,betula,fragment,y,n,121,81,74,,,,,burnt,root,unworked,Unworked,,,,1,Burned piece of root.,,EC/SÞ/GL,,,,,,,2322,2535,2535,Wall,disorganized,FALSE,
79,557,SF,1291,230,No,,conifer,fragment,n,n,49,23,19,,,,,,root?,unworked,Unworked,,,,1,"an irregularly shaped piece of wood, no signs of working,",prob root,JÞ,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,230,190,733,Floor,in situ,TRUE,
4863,a,ST2,13294,2782,No,,betula,fragment,n,n,,,,,,,,,root?,unworked,Unworked,,,,1,no signs of being worked; branch or root?,,GL,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2782,2520,2520,Floor,in situ,FALSE,
5111,,ST2,13446,2631,No,,conifer,fragment,n,n,100,10,8,,oval,,,,sausage pin,fastener,kitchen,,,,1,"head broken, oval section",,GL,S25.3,1720,,1720,1690-1720,Boys Lodge (servants?),2631,2520,2520,Wall,disorganized,FALSE,
5044,a,SF2,13404,2821,No,,broadleaf,complete,n,n,172,,11,,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"tapered shaft, rounded x-setion with 'pinched' head (prob cut each side, then snapped off); textile impression near head; hand carved",,,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2821,2800,2520,Floor,in situ,TRUE,
5071,a,ST2,13421,2830,No,,conifer,complete,n,n,75,5,,,round,,,,sausage pin,fastener,kitchen,,,,1,"nice example, round section, head snapped",,GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2830,2800,2520,Floor,in situ,TRUE,
5077,b,ST2,13425,2831,No,,conifer,complete,n,n,113,7,5,,oval,tapered,,,sausage pin,fastener,kitchen,,,,1,"oval section, slightly tapered sides, snapped head",,GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2831,2800,2520,Floor,in situ,TRUE,
5106,,ST2,13442,2839,No,,conifer,fragment,n,n,102,4,,,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"round sect, parallel sides, head broken off",,GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2839,2800,2520,Floor,in situ,TRUE,
5131,a,ST2,13462,2751,No,,conifer,fragment,n,n,103,9,8,,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"head and most of shaft - tip broken; round sectioned, slightly tapered",,GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2751,2733,2520,Drain,in situ,TRUE,
5094,,ST2,13437,2962,No,,conifer,almost complete,n,n,135,7,5,,oval,tapered,,,sausage pin,fastener,kitchen,,,,1,"oval section, , slightty tapered sides, point missing, head cut and snapped",,GL,S24.1,1670-1720,1670,1720,1660-1720,Corridor,2962,2906,2906,Floor,in situ,FALSE,
5144,a,ST2,13467,2950,No,,conifer,almost complete,n,n,150,7,6,,oval,parallel,,,sausage pin,fastener,kitchen,,,,1,"tip missing, oval section, parallel/slightly tapered shaft; broken in 2",,GL,S28.1,1670-1720,1670,1720,1660-1720,Lodge Stores,2950,2920,2920,Wall,disorganized,FALSE,
467,638,SF,4416,988,No,,see OE notes,complete,n,n,135,7,0,7,round,parallel,,,sausage pin,fastener,kitchen,,,,2,"Probably a complete pin, the top end is broken off, but probably original, starts to taper in close to the bottom, and is then cut flat.",,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
5090,,ST2,13433,2912,No,,broadleaf,complete,n,n,167,7,,,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"slightly tapered, round section.",,GL,S17.2,1690-1700,1690,1700,1690-1720,Meat Store,2912,2892,1680,Floor,in situ,TRUE,
4901,a,ST2,13318,2872,No,,conifer,complete,n,n,145,7,7,,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"round section, parallel sides",,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4902,b,ST2,13318,2872,No,,conifer,fragment,n,n,97,7,,,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"head onlt, broken along shaft; round section, slaightly tapared",,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4965,1039,SF,13357,2872,No,,conifer,complete,n,n,162,7,0,7,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"A long and narrow pin, the top is cut flat and it tapers in slightly, bottom end is sharpened, bottom 1/3 is broken, but still attached. Could possibly be a sausage pin.",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4982,1038,SF,13369,2872,No,,conifer,complete,n,n,195,11,8,0,round,tapered,,,sausage pin,fastener,kitchen,,,,3,"A large pin, top end is cut flat, but might be slightly rounded, shaft taper in to a point, it is bent, ca 20°, and the tip is broken off.",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5102,a,SF2,13439,2872,No,,conifer,almost complete,n,y,130,8,7,,,,,,sausage pin,fastener,kitchen,,,,1,type 2 headless - but def. Sausage pin; butt end broken - step fracture (snapped?),,GML,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5102,a,SF2,13439,2872,No,,conifer,almost complete,n,y,130,8,7,,,,,,sausage pin,fastener,kitchen,,,,1,type 2 headless - but def. Sausage pin; butt end broken - step fracture (snapped?),,GML,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5103,a,SF2,13439,2872,No,,conifer,almost complete,n,y,130,8,7,,,,,,sausage pin,fastener,kitchen,,,,1,type 2 headless - but def. Sausage pin; butt end broken - step fracture (snapped?),,GML,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5103,a,SF2,13439,2872,No,,conifer,almost complete,n,y,130,8,7,,,,,,sausage pin,fastener,kitchen,,,,1,type 2 headless - but def. Sausage pin; butt end broken - step fracture (snapped?),,GML,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5378,952,SF,16171,2872,No,,conifer,almost complete,n,n,158,9.5,0,9.5,round,tapered,,,sausage pin,fastener,kitchen,,,,2,"Both ends are cut flat, taper in to 0,4 cm, broken in two close to the top. Tip missing",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5379,953,SF,16171,2872,No,,conifer,almost complete,n,n,165,7.5,0,7.5,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"A long and narrow pin, top end is probably cut, the tip might be broken off, barely any tapering at all until the very end of the pin, could be a sausage pin.",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5380,954,SF,16171,2872,No,,conifer,almost complete,n,n,138,6,0,6,round,parallel,,,sausage pin,fastener,kitchen,,,,2,"A long and narrow pin.  tapers into 0,4 cm. Broken in half, the fractured ends seems very worn. Tip missing",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
2711,1126,SF,9768,2178,No,,conifer,fragment,n,n,116,7,0,7,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"A long and narrow pin, both ends broken",,JÞ,S27.1,1700-1720,1700,1720,1690-1720,Passage,2178,2550,2535,Floor,in situ,TRUE,
5331,933,SF,16148,2786,No,,conifer,fragment,n,n,96,10,8,,rectangular,parallel,,,sausage pin,fastener,kitchen,,,,1,"Top end is broken at a 45° angle, starts to taper in to a point on one side about half-way down. Prob sausage pin.",,JÞ,S17.4,1710-1720,1710,1720,1690-1720,Meat Store,2786,2659,1680,Floor,in situ,FALSE,
5088,1030,SF,13431,2676,No,,betula,complete,n,n,195,11,10,0,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"A large pin, slightly bent, about 10°, top end is cut flat, taper in the length of the pin, to a point.",,JÞ,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2676,2521,2520,Floor,in situ,FALSE,
5140,c,ST2,13465,2650,No,,betula,fragment,n,n,110,6,,,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"head and shaft - tip missing; slightly tapered sides, round section",,GL,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2650,2521,2520,Floor,in situ,FALSE,
5147,,ST2,13470,2782,No,,conifer,almost complete,n,n,162,9,8,,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"head broken, round sect, slightly tapered shaft",,GL,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2782,2520,2520,Floor,in situ,FALSE,
5397,974,SF,16190,2788,No,,conifer,complete?,n,n,130,8,6,0,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"Top end is broken off, might be original, the shaft tapers in to a point",,JÞ,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2788,2520,2520,Floor,in situ,TRUE,
2778,299,SF,9908,2508,No,,conifer,fragment,n,n,129,10,7,,round,,,,sausage pin,fastener,kitchen,,,,1,"Tip is broken. The other end widens gently out into head. The end has deep notch cut into it, two notches have also been cut into one of the side of the head.",,JÞ,S17.5,1720-1750,1720,1750,1720-1750,Meat Store,2508,2372,1680,Floor,in situ,TRUE,
2772,315,SF,9905,2467,No,,conifer,fragment,n,n,98,7,0,,round,,,,sausage pin,fastener,kitchen,,,,1,"one end is broken, the other is cut and rounded, difficult to determine purpose.",,JÞ,S8.1,1720-1750,1720,1750,1720-1750,Nursery,2467,2453,2344,Floor,in situ,FALSE,
2790,319,SF,9915,1716,No,,larix,fragment,n,n,118,8,7,,hexagonal,parallel,,,sausage pin,fastener,kitchen,,,,1,"Starts to taper gently in about half-way down, to a sharp point, the other end is broken off.",,JÞ,S4.1,1720-1760,1720,1760,1720-1780,Lodge/Dining Room & Chambers,1716,989,989,Floor,in situ,FALSE,
2042,18,SF,6910,1504,No,,conifer,fragment,n,n,78,6,6,0,round,tapered,,,sausage pin,fastener,kitchen,,,,1,Tapers on all sides. Pin tip - head broken off,,LP,S19.1,1730-1770,1730,1770,1720-1780,School Refectory,1504,1484,690,Floor,in situ,TRUE,
2518,471,SF,7140,1643,No,,larix,complete,n,n,105,6,9,0,round,tapered,,,sausage pin,fastener,kitchen,,,,2,Tapers in from the top to a sharp point. The top end is flat. Short sausage pin,,JÞ,S19.1,1730-1770,1730,1770,1720-1780,School Refectory,1643,690,690,Floor,in situ,FALSE,
1793,100,SF,6835,1390,No,,Conifer,complete,n,n,185,7,5,0,Round,parallel,,,sausage pin,fastener,kitchen,,,,1,Tapered slightly towards tip.,,LP,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1390,1211,1200,Floor,in situ,TRUE,
1794,101,SF,6835,1390,No,,Conifer,complete,n,y,145,9,6,,Square,parallel,,,sausage pin,fastener,kitchen,,,,1,More square towardt top end which is broekn off.  There may have been a decoration.,,LP,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1390,1211,1200,Floor,in situ,TRUE,
1823,178,SF,6846,1348,No,,Larix,Complete,n,y,134,7,7,,Square,tapered,,,sausage pin,fastener,kitchen,,,,1,Tapering on two sides. Square at other end where widest.,,LP,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1348,1211,1200,Floor,in situ,TRUE,
1841,33,SF,6848,1346,No,,Conifer,almost complete,n,n,110,7,6,,Round,,,,sausage pin,fastener,kitchen,,,,1,Stem,,LP,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1346,1211,1200,Floor,in situ,TRUE,
1842,34,SF,6848,1346,No,,Conifer,fragment,n,n,96,9,6,,Round,tapered,,,sausage pin,fastener,kitchen,,,,1,"Stem, round, tapered slightly",,LP,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1346,1211,1200,Floor,in situ,TRUE,
2677,1101,SF,9764,2215,No,,fagus,fragment,n,n,108,11,6,,round,,,,sausage pin,fastener,kitchen,,,,1,"Top end is somewhat rounded, top of in is a rectangle, narrows in on two sides and rounds off. Tip is broken",,JÞ,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,2215,1211,1200,Floor,in situ,TRUE,
2678,1108,SF,9764,2215,No,,conifer,fragment,n,n,50,7,0,7,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"One end is cut flat, the other is  broken off, uncertain whether original, no tapering.",,JÞ,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,2215,1211,1200,Floor,in situ,TRUE,
2679,1109,SF,9764,2215,No,,conifer,fragment,n,n,54,6,0,6,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"A small pin, starts to taper in half-way down to a sharp point. Top end is broken but original, may have been cut a bit first.",,JÞ,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,2215,1211,1200,Floor,in situ,TRUE,
2680,1111,SF,9764,2215,No,,conifer,complete?,n,n,90,6,0,6,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"One end is cut and slightly pointy, the other is broken off, might be original, no notable tapering, might be a dowel pin.",,JÞ,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,2215,1211,1200,Floor,in situ,TRUE,
2681,1112,SF,9764,2215,No,,conifer,fragment,n,n,74,6,0,6,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"Same shape as ID 1111, one end is cut and slightly pointy or rounded, the other end is broken off, might be original, no tapering.",,JÞ,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,2215,1211,1200,Floor,in situ,TRUE,
2682,1113,SF,9764,2215,No,,conifer,fragment,n,n,75,6,0,6,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"Top is broken off, uncertain whether original, starts to taper in towards the bottom end, to a point.",,JÞ,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,2215,1211,1200,Floor,in situ,TRUE,
2683,1114,SF,9764,2215,No,,conifer,fragment,n,n,45,5.5,0,5.5,round,parallel,,,sausage pin,fastener,kitchen,,,,1,"Probably incomplete, both ends are broken, although it might be a dowel pin. No tapering.",,JÞ,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,2215,1211,1200,Floor,in situ,TRUE,
2684,1115,SF,9764,2215,No,,conifer,fragment,n,n,50,6,5,0,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"Top end is probably cut and then snapped. Taper in to a point, shaft is quite roughly worked.",,JÞ,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,2215,1211,1200,Floor,in situ,TRUE,
2713,1127,SF,9769,2264,No,,conifer,complete,n,n,140,9,7.5,0,round,tapered,,,sausage pin,fastener,kitchen,,,,2,"Top end is cut flat, and slightly elongated,  tapers gently in to 0,55 cm, bottom end is slightly rounded.",,JÞ,S17.6,1750-1770,1750,1770,1750-1780,Meat Store,2264,2249,1680,Floor,in situ,TRUE,
2784,324,SF,9911,2254,No,,conifer,fragment,n,n,92,7,4.5,,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"Round pin, starts to widen out at one end, but is then broken off. The narrower end is also broken off but it's probably the original end.",,JÞ,S17.6,1750-1770,1750,1770,1750-1780,Meat Store,2254,2249,1680,Floor,in situ,TRUE,
2786,320,SF,9912,2255,No,,conifer,fragment,n,n,82,8,6,,round,,,,sausage pin,fastener,kitchen,,,,1,"Widens out at one end into a kind of head, the other end is broken off.",,JÞ,S17.6,1750-1770,1750,1770,1750-1780,Meat Store,2255,2249,1680,Floor,in situ,TRUE,
500,664,SF,4430,865,No,,conifer,complete,n,n,109,10,0,10,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"A round pin, shaft tapers in to a point, top end has been cut half-way though and then snapped off, perhaps after it was inserted.",,JÞ,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,865,784,751,Drain,in situ,TRUE,
2434,450,SF,7128,1665,No,,conifer,fragment,n,n,86,5.5,0,,round,tapered,,,sausage pin,fastener,kitchen,,,,1,"Shaft of a pin or nail, tapers down to a sharp point. Poss sausage pin",,JÞ,S18.6,1760-1770,1760,1770,1750-1780,Pantry,1665,1656,1335,Floor,in situ,TRUE,
5080,,SF2,13426,2799,No,,conifer,complete,n,y,158,9,7,,rectangular,tapered,,,sausage pin,fastener,kitchen,,,,1,"hand carved, sub-rect x-section, gradually tapered shaft to  a point wtith flat butt",,,,,,,,,,,,,,FALSE,
3048,1524,ST,10011,2346,No,,conifer,fragment,y,n,145,10,8,,,tapered,,,sausage pin?,fastener,kitchen,,,,1,"slight taper, rounded tip, head broken?",,EC/SÞ/GL,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,2346,546,546,External area,in situ,FALSE,
5095,,SF2,13438,2992,No,,conifer,fragment,n,n,53,7,7,,round,tapered,,,sausage pin?,fastener,kitchen,,,,1,"slightly tapered, rounded shaft, carved/tapered head, broken mid shaft; poss sausage pin -  - unlikely to be dowel due to head shape",,,S17.1,1670-1690,1670,1690,1660-1690,Meat Store,2992,2960,1680,Drain,in situ,FALSE,
4560,200,ST,13193,2845,No,,fagus,fragment,n,y,220,24,11,,round,,,,sausage pin?,fastener,kitchen,,,,1,Only the tip is missing. Long pin - poss re-worked from a stave?,,EC/SÞ/GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2845,2848,2520,Wall,in situ,FALSE,
5045,b,SF2,13404,2821,No,,salix,fragment,n,n,,,13,,,,,,sausage pin?,fastener,kitchen,,,,2,"head and joining shaft frag, prob from sausage pin; hand carved",,,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2821,2800,2520,Floor,in situ,TRUE,
5052,,ST2,13409,2904,No,,broadleaf (betula?),complete?,n,n,81,6,5,,,tapered,,,sausage pin?,fastener,kitchen,,,,1,"curved (warped?), tapered sides",,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2904,2658,2551,Floor,in situ,TRUE,
5092,,ST2,13435,2746,No,,broadleaf,complete,n,n,220,8,7,,oval,tapered,,,sausage pin?,fastener,kitchen,,,,1,"curved, tapared shaft oval section; broken in 3",,GL,S17.4,1710-1720,1710,1720,1690-1720,Meat Store,2746,2659,1680,Floor,in situ,FALSE,
1917,155,SF,6862,1527,No,,conifer,fragment,n,n,58,5,5,0,Round,tapered,,,sausage pin?,fastener,kitchen,,,,1,Tapering on two sides.  head end broken off,,LP,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1527,1528,1200,Floor,in situ,TRUE,
455,621,SF,4412,1014,No,,broadleaf,almost complete,n,n,84,9,7,0,round,parallel,,,sausage pin?,fastener,kitchen,,,,1,"A round pin, seems to bulge slightly out at the middle, and then tapers in to a sharpened tip. The top end is cut flat. Longitudinal splinter come off. Poss had a notch cut on split side? Notched pin/peg?",,JÞ,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1014,669,751,Floor,in situ,FALSE,
456,622,SF,4412,1014,No,,broadleaf,fragment,n,n,61,6,0,,round,parallel,,,sausage pin?,fastener,kitchen,,,,1,"the head of a pin, cut flat, the other is broken. Prob a sausage pin",,JÞ,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1014,669,751,Floor,in situ,FALSE,
457,623,SF,4413,1034,No,,salix,fragment,n,n,72,6,0,,round,parallel,,,sausage pin?,fastener,kitchen,,,,1,"bottom part of a pin but the shaft is broken, tapers down to a sharp point. The shaft is slightly warped or wavy. Prob a sausage pin.",,JÞ,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1859,46,SF,6850,1322,No,,Larix,fragment,n,n,78,8,7,0,Round,tapered,,,sausage pin?,fastener,kitchen,,,,1,Slightly tapered. Tip - head missing,,LP,S5.3,1760-1780,1760,1780,1750-1780,Bishops Dining Room,1322,1200,1200,Floor,in situ,FALSE,
93,d,ST2,1596,238,No,,conifer,almost complete,n,n,200,11,,,square,,,,sausage pin?,fastener,kitchen,,,,1,"large and long pin shaft, tapered sides, sub-sq section, tip pointed, head broken? Broken in 2 pieces",,GL,S4.4,1800-1840,1800,1840,1780-1840,Pantry/Kitchen,238,825,301,Floor,in situ,FALSE,
2792,358,SF,9917,1751,No,,conifer,fragment,n,y,94,23,15,,,,,,scoop,tool,kitchen,,,,1,"Seems fairly decayed, probably broken at both ends. Seems to have a round shaft, about 1,3 cm in diameter. Widens out to a square, 2,2 x 1,5 cm, the square has a rectangular indentation on one side, about 0,9 cm deep and 0,9 cm wide, purpose unknown, labe",,JÞ,C.3,1830-1850,1830,1850,1810-1870,Courtyard,1721,1683,1257,Drain,in situ,TRUE,
